Province/State,Country/Region,Lat,Long,Confirmed,Date
Northwest Territories,Canada,64.8255,-124.8457,0,2020-02-12
Nova Scotia,Canada,44.681999999999995,-63.7443,0,2020-02-12
Ontario,Canada,51.2538,-85.3232,3,2020-02-12
Prince Edward Island,Canada,46.5107,-63.4168,0,2020-02-12
Quebec,Canada,52.9399,-73.5491,0,2020-02-12
Saskatchewan,Canada,52.9399,-106.4509,0,2020-02-12
Yukon,Canada,64.2823,-135.0,0,2020-02-12
,Central African Republic,6.6111,20.9394,0,2020-02-12
,Chad,15.4542,18.7322,0,2020-02-12
,Chile,-35.6751,-71.543,0,2020-02-12
Anhui,China,31.8257,117.2264,889,2020-02-12
Beijing,China,40.1824,116.4142,352,2020-02-12
Chongqing,China,30.0572,107.874,518,2020-02-12
Fujian,China,26.0789,117.9874,272,2020-02-12
Gansu,China,35.7518,104.2861,87,2020-02-12
Guangdong,China,23.3417,113.4244,1219,2020-02-12
Guangxi,China,23.8298,108.7881,222,2020-02-12
Guizhou,China,26.8154,106.8748,133,2020-02-12
Hainan,China,19.1959,109.7453,157,2020-02-12
Hebei,China,39.549,116.1306,251,2020-02-12
Heilongjiang,China,47.861999999999995,127.7615,378,2020-02-12
Henan,China,37.8957,114.9042,1135,2020-02-12
Hong Kong,China,22.3,114.2,50,2020-02-12
Hubei,China,30.9756,112.2707,33366,2020-02-12
Hunan,China,27.6104,111.7088,946,2020-02-12
Inner Mongolia,China,44.0935,113.9448,60,2020-02-12
Jiangsu,China,32.9711,119.455,543,2020-02-12
Jiangxi,China,27.614,115.7221,844,2020-02-12
Jilin,China,43.6661,126.1923,83,2020-02-12
Liaoning,China,41.2956,122.6085,116,2020-02-12
Macau,China,22.1667,113.55,10,2020-02-12
Ningxia,China,37.2692,106.1655,58,2020-02-12
Qinghai,China,35.7452,95.9956,18,2020-02-12
Shaanxi,China,35.1917,108.8701,225,2020-02-12
Shandong,China,36.3427,118.1498,497,2020-02-12
Shanghai,China,31.201999999999998,121.4491,311,2020-02-12
Shanxi,China,37.5777,112.2922,126,2020-02-12
Sichuan,China,30.6171,102.7103,436,2020-02-12
Tianjin,China,39.3054,117.323,112,2020-02-12
Tibet,China,31.6927,88.0924,1,2020-02-12
Xinjiang,China,41.1129,85.2401,59,2020-02-12
Yunnan,China,24.974,101.48700000000001,154,2020-02-12
Zhejiang,China,29.1832,120.0934,1131,2020-02-12
,Colombia,4.5709,-74.2973,0,2020-02-12
,Comoros,-11.6455,43.3333,0,2020-02-12
,Congo (Brazzaville),-0.228,15.8277,0,2020-02-12
,Congo (Kinshasa),-4.0383,21.7587,0,2020-02-12
,Costa Rica,9.7489,-83.7534,0,2020-02-12
,Cote d'Ivoire,7.54,-5.5471,0,2020-02-12
,Croatia,45.1,15.2,0,2020-02-12
,Cuba,21.521757,-77.78116700000002,0,2020-02-12
,Cyprus,35.1264,33.4299,0,2020-02-12
,Czechia,49.8175,15.472999999999999,0,2020-02-12
Faroe Islands,Denmark,61.8926,-6.9118,0,2020-02-12
Greenland,Denmark,71.7069,-42.6043,0,2020-02-12
,Denmark,56.2639,9.5018,0,2020-02-12
,Diamond Princess,0.0,0.0,175,2020-02-12
,Djibouti,11.8251,42.5903,0,2020-02-12
,Dominica,15.415,-61.371,0,2020-02-12
,Dominican Republic,18.7357,-70.1627,0,2020-02-12
,Ecuador,-1.8312,-78.1834,0,2020-02-12
,Egypt,26.820553000000004,30.802497999999996,0,2020-02-12
,El Salvador,13.7942,-88.8965,0,2020-02-12
,Equatorial Guinea,1.6508,10.2679,0,2020-02-12
,Eritrea,15.1794,39.7823,0,2020-02-12
,Estonia,58.5953,25.0136,0,2020-02-12
,Eswatini,-26.5225,31.4659,0,2020-02-12
,Ethiopia,9.145,40.4897,0,2020-02-12
,Fiji,-17.7134,178.065,0,2020-02-12
,Finland,61.92411,25.748151,1,2020-02-12
French Guiana,France,3.9339,-53.1258,0,2020-02-12
French Polynesia,France,-17.6797,149.4068,0,2020-02-12
Guadeloupe,France,16.265,-61.551,0,2020-02-12
Martinique,France,14.6415,-61.0242,0,2020-02-12
Mayotte,France,-12.8275,45.166244,0,2020-02-12
New Caledonia,France,-20.904304999999997,165.618042,0,2020-02-12
Reunion,France,-21.1151,55.5364,0,2020-02-12
Saint Barthelemy,France,17.9,-62.8333,0,2020-02-12
Saint Pierre and Miquelon,France,46.8852,-56.3159,0,2020-02-12
St Martin,France,18.0708,-63.0501,0,2020-02-12
,France,46.2276,2.2137,11,2020-02-12
,Gabon,-0.8037,11.6094,0,2020-02-12
,Gambia,13.4432,-15.3101,0,2020-02-12
,Georgia,42.3154,43.3569,0,2020-02-12
,Germany,51.165690999999995,10.451526,16,2020-02-12
,Ghana,7.9465,-1.0232,0,2020-02-12
,Greece,39.0742,21.8243,0,2020-02-12
,Grenada,12.1165,-61.678999999999995,0,2020-02-12
,Guatemala,15.7835,-90.2308,0,2020-02-12
,Guinea,9.9456,-9.6966,0,2020-02-12
,Guinea-Bissau,11.8037,-15.1804,0,2020-02-12
,Guyana,4.860416000000002,-58.93018000000001,0,2020-02-12
,Haiti,18.9712,-72.2852,0,2020-02-12
,Holy See,41.9029,12.4534,0,2020-02-12
,Honduras,15.2,-86.2419,0,2020-02-12
,Hungary,47.1625,19.5033,0,2020-02-12
,Iceland,64.9631,-19.0208,0,2020-02-12
,India,20.593684,78.96288,3,2020-02-12
,Indonesia,-0.7893,113.9213,0,2020-02-12
,Iran,32.427908,53.68804599999999,0,2020-02-12
,Iraq,33.223191,43.679291,0,2020-02-12
,Ireland,53.1424,-7.6921,0,2020-02-12
,Israel,31.046051000000002,34.851612,0,2020-02-12
,Italy,41.87194,12.56738,3,2020-02-12
,Jamaica,18.1096,-77.2975,0,2020-02-12
,Japan,36.204824,138.252924,28,2020-02-12
,Jordan,31.24,36.51,0,2020-02-12
,Kazakhstan,48.0196,66.9237,0,2020-02-12
,Kenya,-0.0236,37.9062,0,2020-02-12
,"Korea, South",35.90775700000001,127.766922,28,2020-02-12
,Kosovo,42.602636,20.902977,0,2020-02-12
,Kuwait,29.311659999999996,47.481766,0,2020-02-12
,Kyrgyzstan,41.20438,74.766098,0,2020-02-12
,Laos,19.856270000000002,102.495496,0,2020-02-12
,Latvia,56.8796,24.6032,0,2020-02-12
,Lebanon,33.8547,35.8623,0,2020-02-12
,Lesotho,-29.61,28.2336,0,2020-02-12
,Liberia,6.4280550000000005,-9.429499,0,2020-02-12
,Libya,26.3351,17.228331,0,2020-02-12
,Liechtenstein,47.14,9.55,0,2020-02-12
,Lithuania,55.1694,23.8813,0,2020-02-12
,Luxembourg,49.8153,6.1296,0,2020-02-12
,MS Zaandam,0.0,0.0,0,2020-02-12
,Madagascar,-18.766947000000002,46.869107,0,2020-02-12
,Malawi,-13.2543,34.3015,0,2020-02-12
,Malaysia,4.210483999999999,101.97576600000001,18,2020-02-12
,Maldives,3.2028,73.2207,0,2020-02-12
,Mali,17.570692,-3.996166000000001,0,2020-02-12
,Malta,35.9375,14.3754,0,2020-02-12
,Mauritania,21.0079,-10.9408,0,2020-02-12
,Mauritius,-20.348404000000002,57.552152,0,2020-02-12
,Mexico,23.6345,-102.5528,0,2020-02-12
,Moldova,47.4116,28.3699,0,2020-02-12
,Monaco,43.7333,7.4167,0,2020-02-12
,Mongolia,46.8625,103.8467,0,2020-02-12
,Montenegro,42.708678000000006,19.37439,0,2020-02-12
,Morocco,31.7917,-7.0926,0,2020-02-12
,Mozambique,-18.665695,35.529562,0,2020-02-12
,Namibia,-22.9576,18.4904,0,2020-02-12
,Nepal,28.1667,84.25,1,2020-02-12
Aruba,Netherlands,12.5211,-69.9683,0,2020-02-12
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,2020-02-12
Curacao,Netherlands,12.1696,-68.99,0,2020-02-12
Sint Maarten,Netherlands,18.0425,-63.0548,0,2020-02-12
,Netherlands,52.1326,5.2913,0,2020-02-12
,New Zealand,-40.9006,174.886,0,2020-02-12
,Nicaragua,12.865416,-85.207229,0,2020-02-12
,Niger,17.607789,8.081666,0,2020-02-12
,Nigeria,9.082,8.6753,0,2020-02-12
,North Macedonia,41.6086,21.7453,0,2020-02-12
,Norway,60.472,8.4689,0,2020-02-12
,Oman,21.512583,55.92325500000001,0,2020-02-12
,Pakistan,30.3753,69.3451,0,2020-02-12
,Panama,8.538,-80.7821,0,2020-02-12
,Papua New Guinea,-6.314993,143.95555,0,2020-02-12
,Paraguay,-23.4425,-58.4438,0,2020-02-12
,Peru,-9.19,-75.0152,0,2020-02-12
,Philippines,12.879721,121.77401699999999,3,2020-02-12
,Poland,51.9194,19.1451,0,2020-02-12
,Portugal,39.3999,-8.2245,0,2020-02-12
,Qatar,25.3548,51.1839,0,2020-02-12
,Romania,45.9432,24.9668,0,2020-02-12
,Russia,61.52401,105.31875600000001,2,2020-02-12
,Rwanda,-1.9403,29.8739,0,2020-02-12
,Saint Kitts and Nevis,17.357822,-62.782998,0,2020-02-12
,Saint Lucia,13.9094,-60.9789,0,2020-02-12
,Saint Vincent and the Grenadines,12.9843,-61.2872,0,2020-02-12
,San Marino,43.9424,12.4578,0,2020-02-12
,Sao Tome and Principe,0.1864,6.6131,0,2020-02-12
,Saudi Arabia,23.885942,45.079162,0,2020-02-12
,Senegal,14.4974,-14.4524,0,2020-02-12
,Serbia,44.0165,21.0059,0,2020-02-12
,Seychelles,-4.6796,55.492,0,2020-02-12
,Sierra Leone,8.460555000000001,-11.779889,0,2020-02-12
,Singapore,1.2833,103.8333,50,2020-02-12
,Slovakia,48.669,19.699,0,2020-02-12
,Slovenia,46.1512,14.9955,0,2020-02-12
,Solomon Islands,-9.6457,160.1562,0,2020-02-12
,Somalia,5.152149,46.199616,0,2020-02-12
,South Africa,-30.5595,22.9375,0,2020-02-12
,South Sudan,6.8770000000000024,31.307,0,2020-02-12
,Spain,40.463667,-3.7492199999999998,2,2020-02-12
,Sri Lanka,7.873054,80.77179699999998,1,2020-02-12
,Sudan,12.8628,30.2176,0,2020-02-12
,Suriname,3.9193,-56.0278,0,2020-02-12
,Sweden,60.128161,18.643501,1,2020-02-12
,Switzerland,46.8182,8.2275,0,2020-02-12
,Syria,34.802075,38.99681500000001,0,2020-02-12
,Taiwan*,23.7,121.0,18,2020-02-12
,Tajikistan,38.861,71.2761,0,2020-02-12
,Tanzania,-6.369028,34.888822,0,2020-02-12
,Thailand,15.870032,100.992541,33,2020-02-12
,Timor-Leste,-8.874217,125.727539,0,2020-02-12
,Togo,8.6195,0.8248,0,2020-02-12
,Trinidad and Tobago,10.6918,-61.2225,0,2020-02-12
,Tunisia,33.886917,9.537499,0,2020-02-12
,Turkey,38.9637,35.2433,0,2020-02-12
,US,40.0,-100.0,13,2020-02-12
,Uganda,1.373333,32.290275,0,2020-02-12
,Ukraine,48.3794,31.1656,0,2020-02-12
,United Arab Emirates,23.424076,53.847818000000004,8,2020-02-12
Anguilla,United Kingdom,18.2206,-63.0686,0,2020-02-12
Bermuda,United Kingdom,32.3078,-64.7505,0,2020-02-12
British Virgin Islands,United Kingdom,18.4207,-64.64,0,2020-02-12
Cayman Islands,United Kingdom,19.3133,-81.2546,0,2020-02-12
Channel Islands,United Kingdom,49.3723,-2.3644,0,2020-02-12
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,0,2020-02-12
Gibraltar,United Kingdom,36.1408,-5.3536,0,2020-02-12
Isle of Man,United Kingdom,54.2361,-4.5481,0,2020-02-12
Montserrat,United Kingdom,16.742498,-62.187366000000004,0,2020-02-12
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,0,2020-02-12
,United Kingdom,55.3781,-3.4360000000000004,16,2020-02-12
,Uruguay,-32.5228,-55.7658,0,2020-02-12
,Uzbekistan,41.377491,64.585262,0,2020-02-12
,Venezuela,6.4238,-66.5897,0,2020-02-12
,Vietnam,14.058323999999999,108.277199,15,2020-02-12
,West Bank and Gaza,31.9522,35.2332,0,2020-02-12
,Western Sahara,24.2155,-12.8858,0,2020-02-12
,Yemen,15.552726999999999,48.516388,0,2020-02-12
,Zambia,-13.133897,27.849332,0,2020-02-12
,Zimbabwe,-19.015438,29.154857,0,2020-02-12
,Afghanistan,33.93911,67.709953,0,2020-02-13
,Albania,41.1533,20.1683,0,2020-02-13
,Algeria,28.0339,1.6596,0,2020-02-13
,Andorra,42.5063,1.5218,0,2020-02-13
,Angola,-11.2027,17.8739,0,2020-02-13
,Antigua and Barbuda,17.0608,-61.7964,0,2020-02-13
,Argentina,-38.4161,-63.6167,0,2020-02-13
,Armenia,40.0691,45.0382,0,2020-02-13
Australian Capital Territory,Australia,-35.4735,149.0124,0,2020-02-13
New South Wales,Australia,-33.8688,151.2093,4,2020-02-13
Northern Territory,Australia,-12.4634,130.8456,0,2020-02-13
Queensland,Australia,-27.4698,153.0251,5,2020-02-13
South Australia,Australia,-34.9285,138.6007,2,2020-02-13
Tasmania,Australia,-42.8821,147.3272,0,2020-02-13
Victoria,Australia,-37.8136,144.9631,4,2020-02-13
Western Australia,Australia,-31.9505,115.8605,0,2020-02-13
,Austria,47.5162,14.5501,0,2020-02-13
,Azerbaijan,40.1431,47.5769,0,2020-02-13
,Bahamas,25.025885,-78.035889,0,2020-02-13
,Bahrain,26.0275,50.55,0,2020-02-13
,Bangladesh,23.685,90.3563,0,2020-02-13
,Barbados,13.1939,-59.5432,0,2020-02-13
,Belarus,53.7098,27.9534,0,2020-02-13
,Belgium,50.8333,4.469936,1,2020-02-13
,Belize,17.1899,-88.4976,0,2020-02-13
,Benin,9.3077,2.3158,0,2020-02-13
,Bhutan,27.5142,90.4336,0,2020-02-13
,Bolivia,-16.2902,-63.5887,0,2020-02-13
,Bosnia and Herzegovina,43.9159,17.6791,0,2020-02-13
,Botswana,-22.3285,24.6849,0,2020-02-13
,Brazil,-14.235,-51.9253,0,2020-02-13
,Brunei,4.5353,114.7277,0,2020-02-13
,Bulgaria,42.7339,25.4858,0,2020-02-13
,Burkina Faso,12.2383,-1.5616,0,2020-02-13
,Burma,21.9162,95.956,0,2020-02-13
,Burundi,-3.3731,29.9189,0,2020-02-13
,Cabo Verde,16.5388,-23.0418,0,2020-02-13
,Cambodia,11.55,104.9167,1,2020-02-13
,Cameroon,3.8480000000000003,11.5021,0,2020-02-13
Alberta,Canada,53.9333,-116.5765,0,2020-02-13
British Columbia,Canada,53.7267,-127.6476,4,2020-02-13
Diamond Princess,Canada,0.0,0.0,0,2020-02-13
Grand Princess,Canada,0.0,0.0,0,2020-02-13
Manitoba,Canada,53.7609,-98.8139,0,2020-02-13
New Brunswick,Canada,46.5653,-66.4619,0,2020-02-13
Newfoundland and Labrador,Canada,53.1355,-57.6604,0,2020-02-13
Northwest Territories,Canada,64.8255,-124.8457,0,2020-02-13
Nova Scotia,Canada,44.681999999999995,-63.7443,0,2020-02-13
Ontario,Canada,51.2538,-85.3232,3,2020-02-13
Prince Edward Island,Canada,46.5107,-63.4168,0,2020-02-13
Quebec,Canada,52.9399,-73.5491,0,2020-02-13
Saskatchewan,Canada,52.9399,-106.4509,0,2020-02-13
Yukon,Canada,64.2823,-135.0,0,2020-02-13
,Central African Republic,6.6111,20.9394,0,2020-02-13
,Chad,15.4542,18.7322,0,2020-02-13
,Chile,-35.6751,-71.543,0,2020-02-13
Anhui,China,31.8257,117.2264,910,2020-02-13
Beijing,China,40.1824,116.4142,366,2020-02-13
Chongqing,China,30.0572,107.874,529,2020-02-13
Fujian,China,26.0789,117.9874,279,2020-02-13
Gansu,China,35.7518,104.2861,90,2020-02-13
Guangdong,China,23.3417,113.4244,1241,2020-02-13
Guangxi,China,23.8298,108.7881,222,2020-02-13
Guizhou,China,26.8154,106.8748,135,2020-02-13
Hainan,China,19.1959,109.7453,157,2020-02-13
Hebei,China,39.549,116.1306,265,2020-02-13
Heilongjiang,China,47.861999999999995,127.7615,395,2020-02-13
Henan,China,37.8957,114.9042,1169,2020-02-13
Hong Kong,China,22.3,114.2,53,2020-02-13
Hubei,China,30.9756,112.2707,48206,2020-02-13
Hunan,China,27.6104,111.7088,968,2020-02-13
Inner Mongolia,China,44.0935,113.9448,61,2020-02-13
Jiangsu,China,32.9711,119.455,570,2020-02-13
Jiangxi,China,27.614,115.7221,872,2020-02-13
Jilin,China,43.6661,126.1923,84,2020-02-13
Liaoning,China,41.2956,122.6085,117,2020-02-13
Macau,China,22.1667,113.55,10,2020-02-13
Ningxia,China,37.2692,106.1655,64,2020-02-13
Qinghai,China,35.7452,95.9956,18,2020-02-13
Shaanxi,China,35.1917,108.8701,229,2020-02-13
Shandong,China,36.3427,118.1498,509,2020-02-13
Shanghai,China,31.201999999999998,121.4491,315,2020-02-13
Shanxi,China,37.5777,112.2922,126,2020-02-13
Sichuan,China,30.6171,102.7103,451,2020-02-13
Tianjin,China,39.3054,117.323,119,2020-02-13
Tibet,China,31.6927,88.0924,1,2020-02-13
Xinjiang,China,41.1129,85.2401,63,2020-02-13
Yunnan,China,24.974,101.48700000000001,156,2020-02-13
Zhejiang,China,29.1832,120.0934,1145,2020-02-13
,Colombia,4.5709,-74.2973,0,2020-02-13
,Comoros,-11.6455,43.3333,0,2020-02-13
,Congo (Brazzaville),-0.228,15.8277,0,2020-02-13
,Congo (Kinshasa),-4.0383,21.7587,0,2020-02-13
,Costa Rica,9.7489,-83.7534,0,2020-02-13
,Cote d'Ivoire,7.54,-5.5471,0,2020-02-13
,Croatia,45.1,15.2,0,2020-02-13
,Cuba,21.521757,-77.78116700000002,0,2020-02-13
,Cyprus,35.1264,33.4299,0,2020-02-13
,Czechia,49.8175,15.472999999999999,0,2020-02-13
Faroe Islands,Denmark,61.8926,-6.9118,0,2020-02-13
Greenland,Denmark,71.7069,-42.6043,0,2020-02-13
,Denmark,56.2639,9.5018,0,2020-02-13
,Diamond Princess,0.0,0.0,175,2020-02-13
,Djibouti,11.8251,42.5903,0,2020-02-13
,Dominica,15.415,-61.371,0,2020-02-13
,Dominican Republic,18.7357,-70.1627,0,2020-02-13
,Ecuador,-1.8312,-78.1834,0,2020-02-13
,Egypt,26.820553000000004,30.802497999999996,0,2020-02-13
,El Salvador,13.7942,-88.8965,0,2020-02-13
,Equatorial Guinea,1.6508,10.2679,0,2020-02-13
,Eritrea,15.1794,39.7823,0,2020-02-13
,Estonia,58.5953,25.0136,0,2020-02-13
,Eswatini,-26.5225,31.4659,0,2020-02-13
,Ethiopia,9.145,40.4897,0,2020-02-13
,Fiji,-17.7134,178.065,0,2020-02-13
,Finland,61.92411,25.748151,1,2020-02-13
French Guiana,France,3.9339,-53.1258,0,2020-02-13
French Polynesia,France,-17.6797,149.4068,0,2020-02-13
Guadeloupe,France,16.265,-61.551,0,2020-02-13
Martinique,France,14.6415,-61.0242,0,2020-02-13
Mayotte,France,-12.8275,45.166244,0,2020-02-13
New Caledonia,France,-20.904304999999997,165.618042,0,2020-02-13
Reunion,France,-21.1151,55.5364,0,2020-02-13
Saint Barthelemy,France,17.9,-62.8333,0,2020-02-13
Saint Pierre and Miquelon,France,46.8852,-56.3159,0,2020-02-13
St Martin,France,18.0708,-63.0501,0,2020-02-13
,France,46.2276,2.2137,11,2020-02-13
,Gabon,-0.8037,11.6094,0,2020-02-13
,Gambia,13.4432,-15.3101,0,2020-02-13
,Georgia,42.3154,43.3569,0,2020-02-13
,Germany,51.165690999999995,10.451526,16,2020-02-13
,Ghana,7.9465,-1.0232,0,2020-02-13
,Greece,39.0742,21.8243,0,2020-02-13
,Grenada,12.1165,-61.678999999999995,0,2020-02-13
,Guatemala,15.7835,-90.2308,0,2020-02-13
,Guinea,9.9456,-9.6966,0,2020-02-13
,Guinea-Bissau,11.8037,-15.1804,0,2020-02-13
,Guyana,4.860416000000002,-58.93018000000001,0,2020-02-13
,Haiti,18.9712,-72.2852,0,2020-02-13
,Holy See,41.9029,12.4534,0,2020-02-13
,Honduras,15.2,-86.2419,0,2020-02-13
,Hungary,47.1625,19.5033,0,2020-02-13
,Iceland,64.9631,-19.0208,0,2020-02-13
,India,20.593684,78.96288,3,2020-02-13
,Indonesia,-0.7893,113.9213,0,2020-02-13
,Iran,32.427908,53.68804599999999,0,2020-02-13
,Iraq,33.223191,43.679291,0,2020-02-13
,Ireland,53.1424,-7.6921,0,2020-02-13
,Israel,31.046051000000002,34.851612,0,2020-02-13
,Italy,41.87194,12.56738,3,2020-02-13
,Jamaica,18.1096,-77.2975,0,2020-02-13
,Japan,36.204824,138.252924,33,2020-02-13
,Jordan,31.24,36.51,0,2020-02-13
,Kazakhstan,48.0196,66.9237,0,2020-02-13
,Kenya,-0.0236,37.9062,0,2020-02-13
,"Korea, South",35.90775700000001,127.766922,28,2020-02-13
,Kosovo,42.602636,20.902977,0,2020-02-13
,Kuwait,29.311659999999996,47.481766,0,2020-02-13
,Kyrgyzstan,41.20438,74.766098,0,2020-02-13
,Laos,19.856270000000002,102.495496,0,2020-02-13
,Latvia,56.8796,24.6032,0,2020-02-13
,Lebanon,33.8547,35.8623,0,2020-02-13
,Lesotho,-29.61,28.2336,0,2020-02-13
,Liberia,6.4280550000000005,-9.429499,0,2020-02-13
,Libya,26.3351,17.228331,0,2020-02-13
,Liechtenstein,47.14,9.55,0,2020-02-13
,Lithuania,55.1694,23.8813,0,2020-02-13
,Luxembourg,49.8153,6.1296,0,2020-02-13
,MS Zaandam,0.0,0.0,0,2020-02-13
,Madagascar,-18.766947000000002,46.869107,0,2020-02-13
,Malawi,-13.2543,34.3015,0,2020-02-13
,Malaysia,4.210483999999999,101.97576600000001,19,2020-02-13
,Maldives,3.2028,73.2207,0,2020-02-13
,Mali,17.570692,-3.996166000000001,0,2020-02-13
,Malta,35.9375,14.3754,0,2020-02-13
,Mauritania,21.0079,-10.9408,0,2020-02-13
,Mauritius,-20.348404000000002,57.552152,0,2020-02-13
,Mexico,23.6345,-102.5528,0,2020-02-13
,Moldova,47.4116,28.3699,0,2020-02-13
,Monaco,43.7333,7.4167,0,2020-02-13
,Mongolia,46.8625,103.8467,0,2020-02-13
,Montenegro,42.708678000000006,19.37439,0,2020-02-13
,Morocco,31.7917,-7.0926,0,2020-02-13
,Mozambique,-18.665695,35.529562,0,2020-02-13
,Namibia,-22.9576,18.4904,0,2020-02-13
,Nepal,28.1667,84.25,1,2020-02-13
Aruba,Netherlands,12.5211,-69.9683,0,2020-02-13
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,2020-02-13
Curacao,Netherlands,12.1696,-68.99,0,2020-02-13
Sint Maarten,Netherlands,18.0425,-63.0548,0,2020-02-13
,Netherlands,52.1326,5.2913,0,2020-02-13
,New Zealand,-40.9006,174.886,0,2020-02-13
,Nicaragua,12.865416,-85.207229,0,2020-02-13
,Niger,17.607789,8.081666,0,2020-02-13
,Nigeria,9.082,8.6753,0,2020-02-13
,North Macedonia,41.6086,21.7453,0,2020-02-13
,Norway,60.472,8.4689,0,2020-02-13
,Oman,21.512583,55.92325500000001,0,2020-02-13
,Pakistan,30.3753,69.3451,0,2020-02-13
,Panama,8.538,-80.7821,0,2020-02-13
,Papua New Guinea,-6.314993,143.95555,0,2020-02-13
,Paraguay,-23.4425,-58.4438,0,2020-02-13
,Peru,-9.19,-75.0152,0,2020-02-13
,Philippines,12.879721,121.77401699999999,3,2020-02-13
,Poland,51.9194,19.1451,0,2020-02-13
,Portugal,39.3999,-8.2245,0,2020-02-13
,Qatar,25.3548,51.1839,0,2020-02-13
,Romania,45.9432,24.9668,0,2020-02-13
,Russia,61.52401,105.31875600000001,2,2020-02-13
,Rwanda,-1.9403,29.8739,0,2020-02-13
,Saint Kitts and Nevis,17.357822,-62.782998,0,2020-02-13
,Saint Lucia,13.9094,-60.9789,0,2020-02-13
,Saint Vincent and the Grenadines,12.9843,-61.2872,0,2020-02-13
,San Marino,43.9424,12.4578,0,2020-02-13
,Sao Tome and Principe,0.1864,6.6131,0,2020-02-13
,Saudi Arabia,23.885942,45.079162,0,2020-02-13
,Senegal,14.4974,-14.4524,0,2020-02-13
,Serbia,44.0165,21.0059,0,2020-02-13
,Seychelles,-4.6796,55.492,0,2020-02-13
,Sierra Leone,8.460555000000001,-11.779889,0,2020-02-13
,Singapore,1.2833,103.8333,58,2020-02-13
,Slovakia,48.669,19.699,0,2020-02-13
,Slovenia,46.1512,14.9955,0,2020-02-13
,Solomon Islands,-9.6457,160.1562,0,2020-02-13
,Somalia,5.152149,46.199616,0,2020-02-13
,South Africa,-30.5595,22.9375,0,2020-02-13
,South Sudan,6.8770000000000024,31.307,0,2020-02-13
,Spain,40.463667,-3.7492199999999998,2,2020-02-13
,Sri Lanka,7.873054,80.77179699999998,1,2020-02-13
,Sudan,12.8628,30.2176,0,2020-02-13
,Suriname,3.9193,-56.0278,0,2020-02-13
,Sweden,60.128161,18.643501,1,2020-02-13
,Switzerland,46.8182,8.2275,0,2020-02-13
,Syria,34.802075,38.99681500000001,0,2020-02-13
,Taiwan*,23.7,121.0,18,2020-02-13
,Tajikistan,38.861,71.2761,0,2020-02-13
,Tanzania,-6.369028,34.888822,0,2020-02-13
,Thailand,15.870032,100.992541,33,2020-02-13
,Timor-Leste,-8.874217,125.727539,0,2020-02-13
,Togo,8.6195,0.8248,0,2020-02-13
,Trinidad and Tobago,10.6918,-61.2225,0,2020-02-13
,Tunisia,33.886917,9.537499,0,2020-02-13
,Turkey,38.9637,35.2433,0,2020-02-13
,US,40.0,-100.0,14,2020-02-13
,Uganda,1.373333,32.290275,0,2020-02-13
,Ukraine,48.3794,31.1656,0,2020-02-13
,United Arab Emirates,23.424076,53.847818000000004,8,2020-02-13
Anguilla,United Kingdom,18.2206,-63.0686,0,2020-02-13
Bermuda,United Kingdom,32.3078,-64.7505,0,2020-02-13
British Virgin Islands,United Kingdom,18.4207,-64.64,0,2020-02-13
Cayman Islands,United Kingdom,19.3133,-81.2546,0,2020-02-13
Channel Islands,United Kingdom,49.3723,-2.3644,0,2020-02-13
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,0,2020-02-13
Gibraltar,United Kingdom,36.1408,-5.3536,0,2020-02-13
Isle of Man,United Kingdom,54.2361,-4.5481,0,2020-02-13
Montserrat,United Kingdom,16.742498,-62.187366000000004,0,2020-02-13
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,0,2020-02-13
,United Kingdom,55.3781,-3.4360000000000004,17,2020-02-13
,Uruguay,-32.5228,-55.7658,0,2020-02-13
,Uzbekistan,41.377491,64.585262,0,2020-02-13
,Venezuela,6.4238,-66.5897,0,2020-02-13
,Vietnam,14.058323999999999,108.277199,16,2020-02-13
,West Bank and Gaza,31.9522,35.2332,0,2020-02-13
,Western Sahara,24.2155,-12.8858,0,2020-02-13
,Yemen,15.552726999999999,48.516388,0,2020-02-13
,Zambia,-13.133897,27.849332,0,2020-02-13
,Zimbabwe,-19.015438,29.154857,0,2020-02-13
,Afghanistan,33.93911,67.709953,0,2020-02-14
,Albania,41.1533,20.1683,0,2020-02-14
,Algeria,28.0339,1.6596,0,2020-02-14
,Andorra,42.5063,1.5218,0,2020-02-14
,Angola,-11.2027,17.8739,0,2020-02-14
,Antigua and Barbuda,17.0608,-61.7964,0,2020-02-14
,Argentina,-38.4161,-63.6167,0,2020-02-14
,Armenia,40.0691,45.0382,0,2020-02-14
Australian Capital Territory,Australia,-35.4735,149.0124,0,2020-02-14
New South Wales,Australia,-33.8688,151.2093,4,2020-02-14
Northern Territory,Australia,-12.4634,130.8456,0,2020-02-14
Queensland,Australia,-27.4698,153.0251,5,2020-02-14
South Australia,Australia,-34.9285,138.6007,2,2020-02-14
Tasmania,Australia,-42.8821,147.3272,0,2020-02-14
Victoria,Australia,-37.8136,144.9631,4,2020-02-14
Western Australia,Australia,-31.9505,115.8605,0,2020-02-14
