Province/State,Country/Region,Lat,Long,Recoveries,Date
Fujian,China,26.0789,117.9874,361,2020-07-13
Gansu,China,35.7518,104.2861,162,2020-07-13
Guangdong,China,23.3417,113.4244,1634,2020-07-13
Guangxi,China,23.8298,108.7881,252,2020-07-13
Guizhou,China,26.8154,106.8748,145,2020-07-13
Hainan,China,19.1959,109.7453,165,2020-07-13
Hebei,China,37.8957,114.9042,339,2020-07-13
Heilongjiang,China,47.861999999999995,127.7615,934,2020-07-13
Henan,China,33.882,113.61399999999999,1254,2020-07-13
Hong Kong,China,22.3,114.2,1214,2020-07-13
Hubei,China,30.9756,112.2707,63623,2020-07-13
Hunan,China,27.6104,111.7088,1015,2020-07-13
Inner Mongolia,China,44.0935,113.9448,237,2020-07-13
Jiangsu,China,32.9711,119.455,654,2020-07-13
Jiangxi,China,27.614,115.7221,931,2020-07-13
Jilin,China,43.6661,126.1923,153,2020-07-13
Liaoning,China,41.2956,122.6085,150,2020-07-13
Macau,China,22.1667,113.55,45,2020-07-13
Ningxia,China,37.2692,106.1655,75,2020-07-13
Qinghai,China,35.7452,95.9956,18,2020-07-13
Shaanxi,China,35.1917,108.8701,314,2020-07-13
Shandong,China,36.3427,118.1498,785,2020-07-13
Shanghai,China,31.201999999999998,121.4491,689,2020-07-13
Shanxi,China,37.5777,112.2922,198,2020-07-13
Sichuan,China,30.6171,102.7103,587,2020-07-13
Tianjin,China,39.3054,117.323,195,2020-07-13
Tibet,China,31.6927,88.0924,1,2020-07-13
Xinjiang,China,41.1129,85.2401,73,2020-07-13
Yunnan,China,24.974,101.48700000000001,183,2020-07-13
Zhejiang,China,29.1832,120.0934,1267,2020-07-13
,Colombia,4.5709,-74.2973,63451,2020-07-13
,Comoros,-11.6455,43.3333,296,2020-07-13
,Congo (Brazzaville),-0.228,15.8277,589,2020-07-13
,Congo (Kinshasa),-4.0383,21.7587,3620,2020-07-13
,Costa Rica,9.7489,-83.7534,2304,2020-07-13
,Cote d'Ivoire,7.54,-5.5471,6810,2020-07-13
,Croatia,45.1,15.2,2514,2020-07-13
,Cuba,21.521757,-77.78116700000002,2268,2020-07-13
,Cyprus,35.1264,33.4299,839,2020-07-13
,Czechia,49.8175,15.472999999999999,8373,2020-07-13
Faroe Islands,Denmark,61.8926,-6.9118,188,2020-07-13
Greenland,Denmark,71.7069,-42.6043,13,2020-07-13
,Denmark,56.2639,9.5018,12130,2020-07-13
,Diamond Princess,0.0,0.0,651,2020-07-13
,Djibouti,11.8251,42.5903,4729,2020-07-13
,Dominica,15.415,-61.371,18,2020-07-13
,Dominican Republic,18.7357,-70.1627,22441,2020-07-13
,Ecuador,-1.8312,-78.1834,30369,2020-07-13
,Egypt,26.820553000000004,30.802497999999996,24975,2020-07-13
,El Salvador,13.7942,-88.8965,5732,2020-07-13
,Equatorial Guinea,1.6508,10.2679,842,2020-07-13
,Eritrea,15.1794,39.7823,107,2020-07-13
,Estonia,58.5953,25.0136,1895,2020-07-13
,Eswatini,-26.5225,31.4659,688,2020-07-13
,Ethiopia,9.145,40.4897,2430,2020-07-13
,Fiji,-17.7134,178.065,18,2020-07-13
,Finland,61.92411,25.748151,6800,2020-07-13
French Guiana,France,3.9339,-53.1258,3210,2020-07-13
French Polynesia,France,-17.6797,149.4068,60,2020-07-13
Guadeloupe,France,16.265,-61.551,157,2020-07-13
Martinique,France,14.6415,-61.0242,98,2020-07-13
Mayotte,France,-12.8275,45.166244,2480,2020-07-13
New Caledonia,France,-20.904304999999997,165.618042,21,2020-07-13
Reunion,France,-21.1151,55.5364,472,2020-07-13
Saint Barthelemy,France,17.9,-62.8333,6,2020-07-13
Saint Pierre and Miquelon,France,46.8852,-56.3159,1,2020-07-13
St Martin,France,18.0708,-63.0501,37,2020-07-13
,France,46.2276,2.2137,72180,2020-07-13
,Gabon,-0.8037,11.6094,3475,2020-07-13
,Gambia,13.4432,-15.3101,34,2020-07-13
,Georgia,42.3154,43.3569,857,2020-07-13
,Germany,51.165690999999995,10.451526,185100,2020-07-13
,Ghana,7.9465,-1.0232,21067,2020-07-13
,Greece,39.0742,21.8243,1374,2020-07-13
,Grenada,12.1165,-61.678999999999995,23,2020-07-13
,Guatemala,15.7835,-90.2308,4321,2020-07-13
,Guinea,9.9456,-9.6966,4862,2020-07-13
,Guinea-Bissau,11.8037,-15.1804,773,2020-07-13
,Guyana,4.860416000000002,-58.93018000000001,155,2020-07-13
,Haiti,18.9712,-72.2852,3022,2020-07-13
,Holy See,41.9029,12.4534,12,2020-07-13
,Honduras,15.2,-86.2419,3123,2020-07-13
,Hungary,47.1625,19.5033,3073,2020-07-13
,Iceland,64.9631,-19.0208,1801,2020-07-13
,India,20.593684,78.96288,571460,2020-07-13
,Indonesia,-0.7893,113.9213,36689,2020-07-13
,Iran,32.427908,53.68804599999999,222539,2020-07-13
,Iraq,33.223191,43.679291,46998,2020-07-13
,Ireland,53.1424,-7.6921,23364,2020-07-13
,Israel,31.046051000000002,34.851612,19395,2020-07-13
,Italy,41.87194,12.56738,195106,2020-07-13
,Jamaica,18.1096,-77.2975,628,2020-07-13
,Japan,36.204824,138.252924,18058,2020-07-13
,Jordan,31.24,36.51,1008,2020-07-13
,Kazakhstan,48.0196,66.9237,35911,2020-07-13
,Kenya,-0.0236,37.9062,2946,2020-07-13
,"Korea, South",35.90775700000001,127.766922,12282,2020-07-13
,Kosovo,42.602636,20.902977,2267,2020-07-13
,Kuwait,29.311659999999996,47.481766,45356,2020-07-13
,Kyrgyzstan,41.20438,74.766098,3538,2020-07-13
,Laos,19.856270000000002,102.495496,19,2020-07-13
,Latvia,56.8796,24.6032,1019,2020-07-13
,Lebanon,33.8547,35.8623,1423,2020-07-13
,Lesotho,-29.61,28.2336,33,2020-07-13
,Liberia,6.4280550000000005,-9.429499,439,2020-07-13
,Libya,26.3351,17.228331,367,2020-07-13
,Liechtenstein,47.14,9.55,82,2020-07-13
,Lithuania,55.1694,23.8813,1571,2020-07-13
,Luxembourg,49.8153,6.1296,4183,2020-07-13
,MS Zaandam,0.0,0.0,0,2020-07-13
,Madagascar,-18.766947000000002,46.869107,2494,2020-07-13
,Malawi,-13.2543,34.3015,747,2020-07-13
,Malaysia,4.210483999999999,101.97576600000001,8520,2020-07-13
,Maldives,3.2028,73.2207,2290,2020-07-13
,Mali,17.570692,-3.996166000000001,1730,2020-07-13
,Malta,35.9375,14.3754,660,2020-07-13
,Mauritania,21.0079,-10.9408,2501,2020-07-13
,Mauritius,-20.348404000000002,57.552152,330,2020-07-13
,Mexico,23.6345,-102.5528,240101,2020-07-13
,Moldova,47.4116,28.3699,12793,2020-07-13
,Monaco,43.7333,7.4167,97,2020-07-13
,Mongolia,46.8625,103.8467,204,2020-07-13
,Montenegro,42.708678000000006,19.37439,330,2020-07-13
,Morocco,31.7917,-7.0926,12934,2020-07-13
,Mozambique,-18.6657,35.5296,369,2020-07-13
,Namibia,-22.9576,18.4904,28,2020-07-13
,Nepal,28.1667,84.25,10294,2020-07-13
Aruba,Netherlands,12.5211,-69.9683,99,2020-07-13
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,7,2020-07-13
Curacao,Netherlands,12.1696,-68.99,24,2020-07-13
Sint Maarten,Netherlands,18.0425,-63.0548,63,2020-07-13
,Netherlands,52.1326,5.2913,0,2020-07-13
,New Zealand,-40.9006,174.886,1498,2020-07-13
,Nicaragua,12.865416,-85.207229,1993,2020-07-13
,Niger,17.607789,8.081666,992,2020-07-13
,Nigeria,9.082,8.6753,13671,2020-07-13
,North Macedonia,41.6086,21.7453,4326,2020-07-13
,Norway,60.472,8.4689,8138,2020-07-13
,Oman,21.512583,55.92325500000001,37257,2020-07-13
,Pakistan,30.3753,69.3451,170656,2020-07-13
,Panama,8.538,-80.7821,23919,2020-07-13
,Papua New Guinea,-6.314993,143.95555,8,2020-07-13
,Paraguay,-23.4425,-58.4438,1293,2020-07-13
,Peru,-9.19,-75.0152,221008,2020-07-13
,Philippines,12.879721,121.77401699999999,20371,2020-07-13
,Poland,51.9194,19.1451,27515,2020-07-13
,Portugal,39.3999,-8.2245,31065,2020-07-13
,Qatar,25.3548,51.1839,100627,2020-07-13
,Romania,45.9432,24.9668,21692,2020-07-13
,Russia,61.52401,105.31875600000001,503168,2020-07-13
,Rwanda,-1.9403,29.8739,710,2020-07-13
,Saint Kitts and Nevis,17.357822,-62.782998,15,2020-07-13
,Saint Lucia,13.9094,-60.9789,19,2020-07-13
,Saint Vincent and the Grenadines,12.9843,-61.2872,29,2020-07-13
,San Marino,43.9424,12.4578,656,2020-07-13
,Sao Tome and Principe,0.1864,6.6131,286,2020-07-13
,Saudi Arabia,23.885942,45.079162,169842,2020-07-13
,Senegal,14.4974,-14.4524,5514,2020-07-13
,Serbia,44.0165,21.0059,13940,2020-07-13
,Seychelles,-4.6796,55.492,11,2020-07-13
,Sierra Leone,8.460555000000001,-11.779889,1175,2020-07-13
,Singapore,1.2833,103.8333,42541,2020-07-13
,Slovakia,48.669,19.699,1493,2020-07-13
,Slovenia,46.1512,14.9955,1473,2020-07-13
,Solomon Islands,-9.6457,160.1562,0,2020-07-13
,Somalia,5.152149,46.199616,1343,2020-07-13
,South Africa,-30.5595,22.9375,138241,2020-07-13
,South Sudan,6.8770000000000024,31.307,333,2020-07-13
,Spain,40.463667,-3.7492199999999998,150376,2020-07-13
,Sri Lanka,7.873054,80.77179699999998,1981,2020-07-13
,Sudan,12.8628,30.2176,5403,2020-07-13
,Suriname,3.9193,-56.0278,526,2020-07-13
,Sweden,60.128161,18.643501,0,2020-07-13
,Switzerland,46.8182,8.2275,29600,2020-07-13
,Syria,34.8021,38.9968,136,2020-07-13
,Taiwan*,23.7,121.0,438,2020-07-13
,Tajikistan,38.861,71.2761,5278,2020-07-13
,Tanzania,-6.369028,34.888822,183,2020-07-13
,Thailand,15.870032,100.992541,3090,2020-07-13
,Timor-Leste,-8.8742,125.7275,24,2020-07-13
,Togo,8.6195,0.8248,517,2020-07-13
,Trinidad and Tobago,10.6918,-61.2225,124,2020-07-13
,Tunisia,33.886917,9.537499,1082,2020-07-13
,Turkey,38.9637,35.2433,195671,2020-07-13
,US,40.0,-100.0,1031939,2020-07-13
,Uganda,1.373333,32.290275,977,2020-07-13
,Ukraine,48.3794,31.1656,27356,2020-07-13
,United Arab Emirates,23.424076,53.847818000000004,45513,2020-07-13
Anguilla,United Kingdom,18.2206,-63.0686,3,2020-07-13
Bermuda,United Kingdom,32.3078,-64.7505,137,2020-07-13
British Virgin Islands,United Kingdom,18.4207,-64.64,7,2020-07-13
Cayman Islands,United Kingdom,19.3133,-81.2546,200,2020-07-13
Channel Islands,United Kingdom,49.3723,-2.3644,512,2020-07-13
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,13,2020-07-13
Gibraltar,United Kingdom,36.1408,-5.3536,179,2020-07-13
Isle of Man,United Kingdom,54.2361,-4.5481,312,2020-07-13
Montserrat,United Kingdom,16.742498,-62.187366000000004,10,2020-07-13
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,11,2020-07-13
,United Kingdom,55.3781,-3.4360000000000004,0,2020-07-13
,Uruguay,-32.5228,-55.7658,903,2020-07-13
,Uzbekistan,41.377491,64.585262,8030,2020-07-13
,Venezuela,6.4238,-66.5897,2671,2020-07-13
,Vietnam,14.058323999999999,108.277199,352,2020-07-13
,West Bank and Gaza,31.9522,35.2332,1084,2020-07-13
,Western Sahara,24.2155,-12.8858,8,2020-07-13
,Yemen,15.552726999999999,48.516388,675,2020-07-13
,Zambia,-13.133897,27.849332,1412,2020-07-13
,Zimbabwe,-19.015438,29.154857,343,2020-07-13
,Afghanistan,33.93911,67.709953,21454,2020-07-14
,Albania,41.1533,20.1683,2062,2020-07-14
,Algeria,28.0339,1.6596,14295,2020-07-14
,Andorra,42.5063,1.5218,803,2020-07-14
,Angola,-11.2027,17.8739,118,2020-07-14
,Antigua and Barbuda,17.0608,-61.7964,57,2020-07-14
,Argentina,-38.4161,-63.6167,45467,2020-07-14
,Armenia,40.0691,45.0382,20729,2020-07-14
Australian Capital Territory,Australia,-35.4735,149.0124,105,2020-07-14
New South Wales,Australia,-33.8688,151.2093,2988,2020-07-14
Northern Territory,Australia,-12.4634,130.8456,29,2020-07-14
Queensland,Australia,-27.4698,153.0251,1058,2020-07-14
South Australia,Australia,-34.9285,138.6007,439,2020-07-14
Tasmania,Australia,-42.8821,147.3272,215,2020-07-14
Victoria,Australia,-37.8136,144.9631,2488,2020-07-14
Western Australia,Australia,-31.9505,115.8605,606,2020-07-14
,Austria,47.5162,14.5501,17073,2020-07-14
,Azerbaijan,40.1431,47.5769,16150,2020-07-14
,Bahamas,25.025885,-78.035889,91,2020-07-14
,Bahrain,26.0275,50.55,29753,2020-07-14
,Bangladesh,23.685,90.3563,103227,2020-07-14
,Barbados,13.1939,-59.5432,90,2020-07-14
,Belarus,53.7098,27.9534,55799,2020-07-14
,Belgium,50.8333,4.469936,17223,2020-07-14
,Belize,17.1899,-88.4976,21,2020-07-14
,Benin,9.3077,2.3158,557,2020-07-14
,Bhutan,27.5142,90.4336,78,2020-07-14
,Bolivia,-16.2902,-63.5887,15819,2020-07-14
,Bosnia and Herzegovina,43.9159,17.6791,3179,2020-07-14
,Botswana,-22.3285,24.6849,38,2020-07-14
,Brazil,-14.235,-51.9253,1323425,2020-07-14
,Brunei,4.5353,114.7277,138,2020-07-14
,Bulgaria,42.7339,25.4858,3663,2020-07-14
,Burkina Faso,12.2383,-1.5616,873,2020-07-14
,Burma,21.9162,95.956,261,2020-07-14
,Burundi,-3.3731,29.9189,207,2020-07-14
,Cabo Verde,16.5388,-23.0418,772,2020-07-14
,Cambodia,11.55,104.9167,133,2020-07-14
,Cameroon,3.8480000000000003,11.5021,11928,2020-07-14
,Canada,56.1304,-106.3468,73713,2020-07-14
,Central African Republic,6.6111,20.9394,1229,2020-07-14
,Chad,15.4542,18.7322,798,2020-07-14
,Chile,-35.6751,-71.543,289220,2020-07-14
Anhui,China,31.8257,117.2264,985,2020-07-14
Beijing,China,40.1824,116.4142,729,2020-07-14
Chongqing,China,30.0572,107.874,576,2020-07-14
Fujian,China,26.0789,117.9874,361,2020-07-14
Gansu,China,35.7518,104.2861,164,2020-07-14
Guangdong,China,23.3417,113.4244,1636,2020-07-14
Guangxi,China,23.8298,108.7881,252,2020-07-14
Guizhou,China,26.8154,106.8748,145,2020-07-14
Hainan,China,19.1959,109.7453,165,2020-07-14
Hebei,China,37.8957,114.9042,340,2020-07-14
Heilongjiang,China,47.861999999999995,127.7615,934,2020-07-14
Henan,China,33.882,113.61399999999999,1254,2020-07-14
Hong Kong,China,22.3,114.2,1229,2020-07-14
Hubei,China,30.9756,112.2707,63623,2020-07-14
Hunan,China,27.6104,111.7088,1015,2020-07-14
Inner Mongolia,China,44.0935,113.9448,237,2020-07-14
Jiangsu,China,32.9711,119.455,654,2020-07-14
Jiangxi,China,27.614,115.7221,931,2020-07-14
Jilin,China,43.6661,126.1923,153,2020-07-14
Liaoning,China,41.2956,122.6085,150,2020-07-14
Macau,China,22.1667,113.55,45,2020-07-14
Ningxia,China,37.2692,106.1655,75,2020-07-14
Qinghai,China,35.7452,95.9956,18,2020-07-14
Shaanxi,China,35.1917,108.8701,315,2020-07-14
Shandong,China,36.3427,118.1498,785,2020-07-14
Shanghai,China,31.201999999999998,121.4491,690,2020-07-14
Shanxi,China,37.5777,112.2922,198,2020-07-14
Sichuan,China,30.6171,102.7103,589,2020-07-14
Tianjin,China,39.3054,117.323,195,2020-07-14
Tibet,China,31.6927,88.0924,1,2020-07-14
Xinjiang,China,41.1129,85.2401,73,2020-07-14
Yunnan,China,24.974,101.48700000000001,183,2020-07-14
Zhejiang,China,29.1832,120.0934,1267,2020-07-14
,Colombia,4.5709,-74.2973,65809,2020-07-14
,Comoros,-11.6455,43.3333,302,2020-07-14
,Congo (Brazzaville),-0.228,15.8277,589,2020-07-14
,Congo (Kinshasa),-4.0383,21.7587,3948,2020-07-14
,Costa Rica,9.7489,-83.7534,2441,2020-07-14
,Cote d'Ivoire,7.54,-5.5471,6908,2020-07-14
,Croatia,45.1,15.2,2558,2020-07-14
,Cuba,21.521757,-77.78116700000002,2275,2020-07-14
,Cyprus,35.1264,33.4299,839,2020-07-14
,Czechia,49.8175,15.472999999999999,8441,2020-07-14
Faroe Islands,Denmark,61.8926,-6.9118,188,2020-07-14
Greenland,Denmark,71.7069,-42.6043,13,2020-07-14
,Denmark,56.2639,9.5018,12160,2020-07-14
,Diamond Princess,0.0,0.0,651,2020-07-14
,Djibouti,11.8251,42.5903,4743,2020-07-14
,Dominica,15.415,-61.371,18,2020-07-14
,Dominican Republic,18.7357,-70.1627,23134,2020-07-14
,Ecuador,-1.8312,-78.1834,30484,2020-07-14
,Egypt,26.820553000000004,30.802497999999996,25544,2020-07-14
,El Salvador,13.7942,-88.8965,5919,2020-07-14
,Equatorial Guinea,1.6508,10.2679,842,2020-07-14
,Eritrea,15.1794,39.7823,107,2020-07-14
,Estonia,58.5953,25.0136,1897,2020-07-14
,Eswatini,-26.5225,31.4659,695,2020-07-14
,Ethiopia,9.145,40.4897,2430,2020-07-14
,Fiji,-17.7134,178.065,18,2020-07-14
,Finland,61.92411,25.748151,6800,2020-07-14
French Guiana,France,3.9339,-53.1258,3472,2020-07-14
French Polynesia,France,-17.6797,149.4068,60,2020-07-14
Guadeloupe,France,16.265,-61.551,157,2020-07-14
Martinique,France,14.6415,-61.0242,98,2020-07-14
Mayotte,France,-12.8275,45.166244,2480,2020-07-14
New Caledonia,France,-20.904304999999997,165.618042,21,2020-07-14
Reunion,France,-21.1151,55.5364,472,2020-07-14
Saint Barthelemy,France,17.9,-62.8333,6,2020-07-14
Saint Pierre and Miquelon,France,46.8852,-56.3159,1,2020-07-14
St Martin,France,18.0708,-63.0501,37,2020-07-14
,France,46.2276,2.2137,71918,2020-07-14
,Gabon,-0.8037,11.6094,3475,2020-07-14
,Gambia,13.4432,-15.3101,34,2020-07-14
,Georgia,42.3154,43.3569,870,2020-07-14
,Germany,51.165690999999995,10.451526,185100,2020-07-14
,Ghana,7.9465,-1.0232,21067,2020-07-14
,Greece,39.0742,21.8243,1374,2020-07-14
,Grenada,12.1165,-61.678999999999995,23,2020-07-14
,Guatemala,15.7835,-90.2308,4453,2020-07-14
,Guinea,9.9456,-9.6966,4951,2020-07-14
,Guinea-Bissau,11.8037,-15.1804,773,2020-07-14
,Guyana,4.860416000000002,-58.93018000000001,156,2020-07-14
,Haiti,18.9712,-72.2852,3022,2020-07-14
,Holy See,41.9029,12.4534,12,2020-07-14
,Honduras,15.2,-86.2419,3287,2020-07-14
,Hungary,47.1625,19.5033,3106,2020-07-14
,Iceland,64.9631,-19.0208,1804,2020-07-14
,India,20.593684,78.96288,592032,2020-07-14
,Indonesia,-0.7893,113.9213,37636,2020-07-14
,Iran,32.427908,53.68804599999999,225270,2020-07-14
,Iraq,33.223191,43.679291,50782,2020-07-14
,Ireland,53.1424,-7.6921,23364,2020-07-14
,Israel,31.046051000000002,34.851612,19665,2020-07-14
,Italy,41.87194,12.56738,195441,2020-07-14
,Jamaica,18.1096,-77.2975,643,2020-07-14
,Japan,36.204824,138.252924,18126,2020-07-14
,Jordan,31.24,36.51,1013,2020-07-14
,Kazakhstan,48.0196,66.9237,38008,2020-07-14
,Kenya,-0.0236,37.9062,3017,2020-07-14
,"Korea, South",35.90775700000001,127.766922,12348,2020-07-14
,Kosovo,42.602636,20.902977,2370,2020-07-14
,Kuwait,29.311659999999996,47.481766,46161,2020-07-14
,Kyrgyzstan,41.20438,74.766098,3538,2020-07-14
,Laos,19.856270000000002,102.495496,19,2020-07-14
,Latvia,56.8796,24.6032,1022,2020-07-14
,Lebanon,33.8547,35.8623,1452,2020-07-14
,Lesotho,-29.61,28.2336,48,2020-07-14
,Liberia,6.4280550000000005,-9.429499,439,2020-07-14
,Libya,26.3351,17.228331,370,2020-07-14
,Liechtenstein,47.14,9.55,82,2020-07-14
,Lithuania,55.1694,23.8813,1571,2020-07-14
,Luxembourg,49.8153,6.1296,4195,2020-07-14
,MS Zaandam,0.0,0.0,0,2020-07-14
,Madagascar,-18.766947000000002,46.869107,2646,2020-07-14
,Malawi,-13.2543,34.3015,795,2020-07-14
,Malaysia,4.210483999999999,101.97576600000001,8524,2020-07-14
,Maldives,3.2028,73.2207,2302,2020-07-14
,Mali,17.570692,-3.996166000000001,1748,2020-07-14
,Malta,35.9375,14.3754,660,2020-07-14
,Mauritania,21.0079,-10.9408,2664,2020-07-14
,Mauritius,-20.348404000000002,57.552152,330,2020-07-14
,Mexico,23.6345,-102.5528,245830,2020-07-14
,Moldova,47.4116,28.3699,13033,2020-07-14
,Monaco,43.7333,7.4167,97,2020-07-14
,Mongolia,46.8625,103.8467,207,2020-07-14
,Montenegro,42.708678000000006,19.37439,330,2020-07-14
,Morocco,31.7917,-7.0926,13442,2020-07-14
,Mozambique,-18.6657,35.5296,373,2020-07-14
,Namibia,-22.9576,18.4904,29,2020-07-14
,Nepal,28.1667,84.25,10328,2020-07-14
Aruba,Netherlands,12.5211,-69.9683,99,2020-07-14
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,7,2020-07-14
Curacao,Netherlands,12.1696,-68.99,24,2020-07-14
Sint Maarten,Netherlands,18.0425,-63.0548,63,2020-07-14
,Netherlands,52.1326,5.2913,0,2020-07-14
,New Zealand,-40.9006,174.886,1498,2020-07-14
,Nicaragua,12.865416,-85.207229,2282,2020-07-14
,Niger,17.607789,8.081666,992,2020-07-14
,Nigeria,9.082,8.6753,13792,2020-07-14
,North Macedonia,41.6086,21.7453,4468,2020-07-14
,Norway,60.472,8.4689,8138,2020-07-14
,Oman,21.512583,55.92325500000001,37987,2020-07-14
,Pakistan,30.3753,69.3451,172810,2020-07-14
,Panama,8.538,-80.7821,24667,2020-07-14
,Papua New Guinea,-6.314993,143.95555,8,2020-07-14
,Paraguay,-23.4425,-58.4438,1308,2020-07-14
,Peru,-9.19,-75.0152,223261,2020-07-14
,Philippines,12.879721,121.77401699999999,20459,2020-07-14
,Poland,51.9194,19.1451,27756,2020-07-14
,Portugal,39.3999,-8.2245,31550,2020-07-14
,Qatar,25.3548,51.1839,101160,2020-07-14
,Romania,45.9432,24.9668,21803,2020-07-14
,Russia,61.52401,105.31875600000001,511958,2020-07-14
,Rwanda,-1.9403,29.8739,737,2020-07-14
,Saint Kitts and Nevis,17.357822,-62.782998,15,2020-07-14
,Saint Lucia,13.9094,-60.9789,19,2020-07-14
,Saint Vincent and the Grenadines,12.9843,-61.2872,29,2020-07-14
,San Marino,43.9424,12.4578,656,2020-07-14
,Sao Tome and Principe,0.1864,6.6131,286,2020-07-14
,Saudi Arabia,23.885942,45.079162,177560,2020-07-14
,Senegal,14.4974,-14.4524,5580,2020-07-14
,Serbia,44.0165,21.0059,13991,2020-07-14
,Seychelles,-4.6796,55.492,11,2020-07-14
,Sierra Leone,8.460555000000001,-11.779889,1190,2020-07-14
,Singapore,1.2833,103.8333,42737,2020-07-14
,Slovakia,48.669,19.699,1493,2020-07-14
,Slovenia,46.1512,14.9955,1488,2020-07-14
,Solomon Islands,-9.6457,160.1562,0,2020-07-14
,Somalia,5.152149,46.199616,1380,2020-07-14
,South Africa,-30.5595,22.9375,146279,2020-07-14
,South Sudan,6.8770000000000024,31.307,333,2020-07-14
,Spain,40.463667,-3.7492199999999998,150376,2020-07-14
,Sri Lanka,7.873054,80.77179699999998,1988,2020-07-14
,Sudan,12.8628,30.2176,5579,2020-07-14
,Suriname,3.9193,-56.0278,543,2020-07-14
,Sweden,60.128161,18.643501,0,2020-07-14
,Switzerland,46.8182,8.2275,29800,2020-07-14
,Syria,34.8021,38.9968,138,2020-07-14
,Taiwan*,23.7,121.0,440,2020-07-14
,Tajikistan,38.861,71.2761,5332,2020-07-14
,Tanzania,-6.369028,34.888822,183,2020-07-14
,Thailand,15.870032,100.992541,3091,2020-07-14
,Timor-Leste,-8.8742,125.7275,24,2020-07-14
,Togo,8.6195,0.8248,528,2020-07-14
,Trinidad and Tobago,10.6918,-61.2225,124,2020-07-14
,Tunisia,33.886917,9.537499,1087,2020-07-14
,Turkey,38.9637,35.2433,196720,2020-07-14
,US,40.0,-100.0,1049098,2020-07-14
,Uganda,1.373333,32.290275,984,2020-07-14
,Ukraine,48.3794,31.1656,28021,2020-07-14
,United Arab Emirates,23.424076,53.847818000000004,46025,2020-07-14
Anguilla,United Kingdom,18.2206,-63.0686,3,2020-07-14
Bermuda,United Kingdom,32.3078,-64.7505,137,2020-07-14
British Virgin Islands,United Kingdom,18.4207,-64.64,7,2020-07-14
Cayman Islands,United Kingdom,19.3133,-81.2546,200,2020-07-14
Channel Islands,United Kingdom,49.3723,-2.3644,512,2020-07-14
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,13,2020-07-14
Gibraltar,United Kingdom,36.1408,-5.3536,179,2020-07-14
Isle of Man,United Kingdom,54.2361,-4.5481,312,2020-07-14
Montserrat,United Kingdom,16.742498,-62.187366000000004,10,2020-07-14
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,12,2020-07-14
,United Kingdom,55.3781,-3.4360000000000004,0,2020-07-14
,Uruguay,-32.5228,-55.7658,905,2020-07-14
,Uzbekistan,41.377491,64.585262,8327,2020-07-14
,Venezuela,6.4238,-66.5897,2671,2020-07-14
,Vietnam,14.058323999999999,108.277199,352,2020-07-14
,West Bank and Gaza,31.9522,35.2332,1084,2020-07-14
,Western Sahara,24.2155,-12.8858,8,2020-07-14
,Yemen,15.552726999999999,48.516388,685,2020-07-14
,Zambia,-13.133897,27.849332,1412,2020-07-14
,Zimbabwe,-19.015438,29.154857,343,2020-07-14
,Afghanistan,33.93911,67.709953,22456,2020-07-15
,Albania,41.1533,20.1683,2091,2020-07-15
,Algeria,28.0339,1.6596,14792,2020-07-15
,Andorra,42.5063,1.5218,803,2020-07-15
,Angola,-11.2027,17.8739,124,2020-07-15
,Antigua and Barbuda,17.0608,-61.7964,57,2020-07-15
,Argentina,-38.4161,-63.6167,47298,2020-07-15
,Armenia,40.0691,45.0382,21348,2020-07-15
Australian Capital Territory,Australia,-35.4735,149.0124,105,2020-07-15
New South Wales,Australia,-33.8688,151.2093,2988,2020-07-15
Northern Territory,Australia,-12.4634,130.8456,29,2020-07-15
Queensland,Australia,-27.4698,153.0251,1058,2020-07-15
South Australia,Australia,-34.9285,138.6007,439,2020-07-15
Tasmania,Australia,-42.8821,147.3272,215,2020-07-15
Victoria,Australia,-37.8136,144.9631,2591,2020-07-15
Western Australia,Australia,-31.9505,115.8605,610,2020-07-15
,Austria,47.5162,14.5501,17175,2020-07-15
,Azerbaijan,40.1431,47.5769,16695,2020-07-15
,Bahamas,25.025885,-78.035889,91,2020-07-15
,Bahrain,26.0275,50.55,30320,2020-07-15
,Bangladesh,23.685,90.3563,105523,2020-07-15
,Barbados,13.1939,-59.5432,90,2020-07-15
,Belarus,53.7098,27.9534,56379,2020-07-15
,Belgium,50.8333,4.469936,17242,2020-07-15
,Belize,17.1899,-88.4976,21,2020-07-15
,Benin,9.3077,2.3158,557,2020-07-15
,Bhutan,27.5142,90.4336,78,2020-07-15
,Bolivia,-16.2902,-63.5887,16357,2020-07-15
,Bosnia and Herzegovina,43.9159,17.6791,3335,2020-07-15
,Botswana,-22.3285,24.6849,38,2020-07-15
,Brazil,-14.235,-51.9253,1350098,2020-07-15
,Brunei,4.5353,114.7277,138,2020-07-15
,Bulgaria,42.7339,25.4858,3841,2020-07-15
,Burkina Faso,12.2383,-1.5616,882,2020-07-15
,Burma,21.9162,95.956,266,2020-07-15
,Burundi,-3.3731,29.9189,207,2020-07-15
