Province/State,Country/Region,Lat,Long,Date,Confirmed
,Maldives,3.2028,73.2207,6/18/20,2137
,Mali,17.570692,-3.996166000000001,6/18/20,1906
,Malta,35.9375,14.3754,6/18/20,663
,Mauritania,21.0079,-10.9408,6/18/20,2424
,Mauritius,-20.348404,57.552152,6/18/20,337
,Mexico,23.6345,-102.5528,6/18/20,165455
,Moldova,47.4116,28.3699,6/18/20,13106
,Monaco,43.7333,7.4167,6/18/20,99
,Mongolia,46.8625,103.8467,6/18/20,204
,Montenegro,42.708678000000006,19.37439,6/18/20,337
,Morocco,31.7917,-7.0926,6/18/20,9074
,Mozambique,-18.665695,35.529562,6/18/20,662
,Namibia,-22.9576,18.4904,6/18/20,39
,Nepal,28.1667,84.25,6/18/20,7848
Aruba,Netherlands,12.5211,-69.9683,6/18/20,101
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,6/18/20,7
Curacao,Netherlands,12.1696,-68.99,6/18/20,23
Sint Maarten,Netherlands,18.0425,-63.0548,6/18/20,77
,Netherlands,52.1326,5.2913,6/18/20,49319
,New Zealand,-40.9006,174.886,6/18/20,1507
,Nicaragua,12.865416,-85.207229,6/18/20,1823
,Niger,17.607789,8.081666,6/18/20,1020
,Nigeria,9.082,8.6753,6/18/20,18480
,North Macedonia,41.6086,21.7453,6/18/20,4664
,Norway,60.472,8.4689,6/18/20,8708
,Oman,21.512583,55.92325500000001,6/18/20,26818
,Pakistan,30.3753,69.3451,6/18/20,165062
,Panama,8.538,-80.7821,6/18/20,23351
,Papua New Guinea,-6.314993,143.95555,6/18/20,8
,Paraguay,-23.4425,-58.4438,6/18/20,1330
,Peru,-9.19,-75.0152,6/18/20,244388
,Philippines,12.879721,121.774017,6/18/20,27799
,Poland,51.9194,19.1451,6/18/20,31015
,Portugal,39.3999,-8.2245,6/18/20,38089
,Qatar,25.3548,51.1839,6/18/20,84441
,Romania,45.9432,24.9668,6/18/20,23080
,Russia,61.52401,105.318756,6/18/20,560321
,Rwanda,-1.9403,29.8739,6/18/20,646
,Saint Kitts and Nevis,17.357822,-62.782998,6/18/20,15
,Saint Lucia,13.9094,-60.9789,6/18/20,19
,Saint Vincent and the Grenadines,12.9843,-61.2872,6/18/20,29
,San Marino,43.9424,12.4578,6/18/20,696
,Sao Tome and Principe,0.1864,6.6131,6/18/20,688
,Saudi Arabia,23.885942,45.079162,6/18/20,145991
,Senegal,14.4974,-14.4524,6/18/20,5475
,Serbia,44.0165,21.0059,6/18/20,12616
,Seychelles,-4.6796,55.492,6/18/20,11
,Sierra Leone,8.460555000000001,-11.779889,6/18/20,1272
,Singapore,1.2833,103.8333,6/18/20,41473
,Slovakia,48.669,19.699,6/18/20,1562
,Slovenia,46.1512,14.9955,6/18/20,1511
,Solomon Islands,-9.6457,160.1562,6/18/20,0
,Somalia,5.152149,46.199616,6/18/20,2719
,South Africa,-30.5595,22.9375,6/18/20,83890
,South Sudan,6.877000000000002,31.307,6/18/20,1830
,Spain,40.463667,-3.74922,6/18/20,245268
,Sri Lanka,7.873054,80.77179699999998,6/18/20,1947
,Sudan,12.8628,30.2176,6/18/20,8020
,Suriname,3.9193,-56.0278,6/18/20,277
,Sweden,60.128161,18.643501,6/18/20,56682
,Switzerland,46.8182,8.2275,6/18/20,31200
,Syria,34.802075,38.99681500000001,6/18/20,187
,Taiwan*,23.7,121.0,6/18/20,446
,Tajikistan,38.861,71.2761,6/18/20,5279
,Tanzania,-6.369028,34.888822,6/18/20,509
,Thailand,15.870032,100.992541,6/18/20,3141
,Timor-Leste,-8.874217,125.727539,6/18/20,24
,Togo,8.6195,0.8248,6/18/20,547
,Trinidad and Tobago,10.6918,-61.2225,6/18/20,123
,Tunisia,33.886917,9.537499,6/18/20,1132
,Turkey,38.9637,35.2433,6/18/20,184031
,US,40.0,-100.0,6/18/20,2189091
,Uganda,1.373333,32.290275,6/18/20,741
,Ukraine,48.3794,31.1656,6/18/20,34833
,United Arab Emirates,23.424076,53.847818,6/18/20,43752
Anguilla,United Kingdom,18.2206,-63.0686,6/18/20,3
Bermuda,United Kingdom,32.3078,-64.7505,6/18/20,144
British Virgin Islands,United Kingdom,18.4207,-64.64,6/18/20,8
Cayman Islands,United Kingdom,19.3133,-81.2546,6/18/20,193
Channel Islands,United Kingdom,49.3723,-2.3644,6/18/20,570
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,6/18/20,13
Gibraltar,United Kingdom,36.1408,-5.3536,6/18/20,176
Isle of Man,United Kingdom,54.2361,-4.5481,6/18/20,336
Montserrat,United Kingdom,16.742498,-62.187366,6/18/20,11
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,6/18/20,12
,United Kingdom,55.3781,-3.4360000000000004,6/18/20,275524
,Uruguay,-32.5228,-55.7658,6/18/20,850
,Uzbekistan,41.377491,64.585262,6/18/20,5767
,Venezuela,6.4238,-66.5897,6/18/20,3483
,Vietnam,14.058324,108.277199,6/18/20,342
,West Bank and Gaza,31.9522,35.2332,6/18/20,600
,Western Sahara,24.2155,-12.8858,6/18/20,9
,Yemen,15.552727,48.516388,6/18/20,909
,Zambia,-13.133897,27.849332,6/18/20,1416
,Zimbabwe,-19.015438,29.154857,6/18/20,463
,Afghanistan,33.93911,67.709953,6/19/20,27878
,Albania,41.1533,20.1683,6/19/20,1838
,Algeria,28.0339,1.6596,6/19/20,11504
,Andorra,42.5063,1.5218,6/19/20,855
,Angola,-11.2027,17.8739,6/19/20,172
,Antigua and Barbuda,17.0608,-61.7964,6/19/20,26
,Argentina,-38.4161,-63.6167,6/19/20,39570
,Armenia,40.0691,45.0382,6/19/20,19157
Australian Capital Territory,Australia,-35.4735,149.0124,6/19/20,108
New South Wales,Australia,-33.8688,151.2093,6/19/20,3144
Northern Territory,Australia,-12.4634,130.8456,6/19/20,29
Queensland,Australia,-27.4698,153.0251,6/19/20,1066
South Australia,Australia,-34.9285,138.6007,6/19/20,440
Tasmania,Australia,-42.8821,147.3272,6/19/20,228
Victoria,Australia,-37.8136,144.9631,6/19/20,1792
Western Australia,Australia,-31.9505,115.8605,6/19/20,604
,Austria,47.5162,14.5501,6/19/20,17271
,Azerbaijan,40.1431,47.5769,6/19/20,11767
,Bahamas,25.025885,-78.035889,6/19/20,104
,Bahrain,26.0275,50.55,6/19/20,20916
,Bangladesh,23.685,90.3563,6/19/20,105535
,Barbados,13.1939,-59.5432,6/19/20,97
,Belarus,53.7098,27.9534,6/19/20,57333
,Belgium,50.8333,4.469936,6/19/20,60476
,Belize,17.1899,-88.4976,6/19/20,22
,Benin,9.3077,2.3158,6/19/20,650
,Bhutan,27.5142,90.4336,6/19/20,68
,Bolivia,-16.2902,-63.5887,6/19/20,22476
,Bosnia and Herzegovina,43.9159,17.6791,6/19/20,3273
,Botswana,-22.3285,24.6849,6/19/20,89
,Brazil,-14.235,-51.9253,6/19/20,1032913
,Brunei,4.5353,114.7277,6/19/20,141
,Bulgaria,42.7339,25.4858,6/19/20,3755
,Burkina Faso,12.2383,-1.5616,6/19/20,900
,Burma,21.9162,95.956,6/19/20,286
,Burundi,-3.3731,29.9189,6/19/20,104
,Cabo Verde,16.5388,-23.0418,6/19/20,848
,Cambodia,11.55,104.9167,6/19/20,129
,Cameroon,3.848,11.5021,6/19/20,10638
Alberta,Canada,53.9333,-116.5765,6/19/20,7625
British Columbia,Canada,53.7267,-127.6476,6/19/20,2790
Diamond Princess,Canada,0.0,0.0,6/19/20,0
Grand Princess,Canada,0.0,0.0,6/19/20,13
Manitoba,Canada,53.7609,-98.8139,6/19/20,311
New Brunswick,Canada,46.5653,-66.4619,6/19/20,164
Newfoundland and Labrador,Canada,53.1355,-57.6604,6/19/20,261
Northwest Territories,Canada,64.8255,-124.8457,6/19/20,5
Nova Scotia,Canada,44.682,-63.7443,6/19/20,1061
Ontario,Canada,51.2538,-85.3232,6/19/20,34780
Prince Edward Island,Canada,46.5107,-63.4168,6/19/20,27
Quebec,Canada,52.9399,-73.5491,6/19/20,54550
Saskatchewan,Canada,52.9399,-106.4509,6/19/20,716
Yukon,Canada,64.2823,-135.0,6/19/20,11
,Central African Republic,6.6111,20.9394,6/19/20,2605
,Chad,15.4542,18.7322,6/19/20,858
,Chile,-35.6751,-71.543,6/19/20,231393
Anhui,China,31.8257,117.2264,6/19/20,991
Beijing,China,40.1824,116.4142,6/19/20,777
Chongqing,China,30.0572,107.874,6/19/20,582
Fujian,China,26.0789,117.9874,6/19/20,362
Gansu,China,35.7518,104.2861,6/19/20,151
Guangdong,China,23.3417,113.4244,6/19/20,1631
Guangxi,China,23.8298,108.7881,6/19/20,254
Guizhou,China,26.8154,106.8748,6/19/20,147
Hainan,China,19.1959,109.7453,6/19/20,171
Hebei,China,39.549,116.1306,6/19/20,340
Heilongjiang,China,47.862,127.7615,6/19/20,947
Henan,China,37.8957,114.9042,6/19/20,1276
Hong Kong,China,22.3,114.2,6/19/20,1124
Hubei,China,30.9756,112.2707,6/19/20,68135
Hunan,China,27.6104,111.7088,6/19/20,1019
Inner Mongolia,China,44.0935,113.9448,6/19/20,238
Jiangsu,China,32.9711,119.455,6/19/20,653
Jiangxi,China,27.614,115.7221,6/19/20,932
Jilin,China,43.6661,126.1923,6/19/20,155
Liaoning,China,41.2956,122.6085,6/19/20,153
Macau,China,22.1667,113.55,6/19/20,45
Ningxia,China,37.2692,106.1655,6/19/20,75
Qinghai,China,35.7452,95.9956,6/19/20,18
Shaanxi,China,35.1917,108.8701,6/19/20,314
Shandong,China,36.3427,118.1498,6/19/20,792
Shanghai,China,31.202,121.4491,6/19/20,697
Shanxi,China,37.5777,112.2922,6/19/20,198
Sichuan,China,30.6171,102.7103,6/19/20,589
Tianjin,China,39.3054,117.323,6/19/20,197
Tibet,China,31.6927,88.0924,6/19/20,1
Xinjiang,China,41.1129,85.2401,6/19/20,76
Yunnan,China,24.974,101.487,6/19/20,185
Zhejiang,China,29.1832,120.0934,6/19/20,1269
,Colombia,4.5709,-74.2973,6/19/20,63276
,Comoros,-11.6455,43.3333,6/19/20,210
,Congo (Brazzaville),-0.228,15.8277,6/19/20,883
,Congo (Kinshasa),-4.0383,21.7587,6/19/20,5477
,Costa Rica,9.7489,-83.7534,6/19/20,2058
,Cote d'Ivoire,7.54,-5.5471,6/19/20,6874
,Croatia,45.1,15.2,6/19/20,2280
,Cuba,21.521757,-77.78116700000002,6/19/20,2305
,Cyprus,35.1264,33.4299,6/19/20,985
,Czechia,49.8175,15.473,6/19/20,10406
Faroe Islands,Denmark,61.8926,-6.9118,6/19/20,187
Greenland,Denmark,71.7069,-42.6043,6/19/20,13
,Denmark,56.2639,9.5018,6/19/20,12391
,Diamond Princess,0.0,0.0,6/19/20,712
,Djibouti,11.8251,42.5903,6/19/20,4565
,Dominica,15.415,-61.371,6/19/20,18
,Dominican Republic,18.7357,-70.1627,6/19/20,25068
,Ecuador,-1.8312,-78.1834,6/19/20,49731
,Egypt,26.820553000000004,30.802498,6/19/20,52211
,El Salvador,13.7942,-88.8965,6/19/20,4329
,Equatorial Guinea,1.6508,10.2679,6/19/20,1664
,Eritrea,15.1794,39.7823,6/19/20,142
,Estonia,58.5953,25.0136,6/19/20,1979
,Eswatini,-26.5225,31.4659,6/19/20,623
,Ethiopia,9.145,40.4897,6/19/20,4070
,Fiji,-17.7134,178.065,6/19/20,18
,Finland,61.92411,25.748151,6/19/20,7133
French Guiana,France,3.9339,-53.1258,6/19/20,1969
French Polynesia,France,-17.6797,149.4068,6/19/20,60
Guadeloupe,France,16.265,-61.551,6/19/20,174
Martinique,France,14.6415,-61.0242,6/19/20,236
Mayotte,France,-12.8275,45.166244,6/19/20,2394
New Caledonia,France,-20.904305,165.618042,6/19/20,21
Reunion,France,-21.1151,55.5364,6/19/20,504
Saint Barthelemy,France,17.9,-62.8333,6/19/20,6
Saint Pierre and Miquelon,France,46.8852,-56.3159,6/19/20,1
St Martin,France,18.0708,-63.0501,6/19/20,42
,France,46.2276,2.2137,6/19/20,191304
,Gabon,-0.8037,11.6094,6/19/20,4428
,Gambia,13.4432,-15.3101,6/19/20,36
,Georgia,42.3154,43.3569,6/19/20,896
,Germany,51.165691,10.451526,6/19/20,190299
,Ghana,7.9465,-1.0232,6/19/20,13203
,Greece,39.0742,21.8243,6/19/20,3237
,Grenada,12.1165,-61.679,6/19/20,23
,Guatemala,15.7835,-90.2308,6/19/20,12509
,Guinea,9.9456,-9.6966,6/19/20,4904
,Guinea-Bissau,11.8037,-15.1804,6/19/20,1541
,Guyana,4.860416000000002,-58.93018000000001,6/19/20,183
,Haiti,18.9712,-72.2852,6/19/20,4980
,Holy See,41.9029,12.4534,6/19/20,12
,Honduras,15.2,-86.2419,6/19/20,11258
,Hungary,47.1625,19.5033,6/19/20,4081
,Iceland,64.9631,-19.0208,6/19/20,1815
,India,20.593684,78.96288,6/19/20,395048
,Indonesia,-0.7893,113.9213,6/19/20,43803
,Iran,32.427908,53.68804599999999,6/19/20,200262
,Iraq,33.223191,43.679291,6/19/20,27352
,Ireland,53.1424,-7.6921,6/19/20,25368
,Israel,31.046051,34.851612,6/19/20,20339
,Italy,41.87194,12.56738,6/19/20,238011
,Jamaica,18.1096,-77.2975,6/19/20,652
,Japan,36.204824,138.252924,6/19/20,17658
,Jordan,31.24,36.51,6/19/20,1008
,Kazakhstan,48.0196,66.9237,6/19/20,16779
,Kenya,-0.0236,37.9062,6/19/20,4374
,"Korea, South",35.90775700000001,127.766922,6/19/20,12373
,Kosovo,42.602636,20.902977,6/19/20,1916
,Kuwait,29.31166,47.481766,6/19/20,38678
,Kyrgyzstan,41.20438,74.766098,6/19/20,2789
,Laos,19.85627,102.495496,6/19/20,19
,Latvia,56.8796,24.6032,6/19/20,1110
,Lebanon,33.8547,35.8623,6/19/20,1510
,Lesotho,-29.61,28.2336,6/19/20,4
,Liberia,6.4280550000000005,-9.429499,6/19/20,581
,Libya,26.3351,17.228331,6/19/20,520
,Liechtenstein,47.14,9.55,6/19/20,82
,Lithuania,55.1694,23.8813,6/19/20,1792
,Luxembourg,49.8153,6.1296,6/19/20,4099
,MS Zaandam,0.0,0.0,6/19/20,9
,Madagascar,-18.766947,46.869107,6/19/20,1443
,Malawi,-13.2543,34.3015,6/19/20,620
,Malaysia,4.210483999999999,101.975766,6/19/20,8535
,Maldives,3.2028,73.2207,6/19/20,2150
,Mali,17.570692,-3.996166000000001,6/19/20,1923
,Malta,35.9375,14.3754,6/19/20,663
,Mauritania,21.0079,-10.9408,6/19/20,2621
,Mauritius,-20.348404,57.552152,6/19/20,337
,Mexico,23.6345,-102.5528,6/19/20,170485
,Moldova,47.4116,28.3699,6/19/20,13556
,Monaco,43.7333,7.4167,6/19/20,99
,Mongolia,46.8625,103.8467,6/19/20,204
,Montenegro,42.708678000000006,19.37439,6/19/20,355
,Morocco,31.7917,-7.0926,6/19/20,9613
,Mozambique,-18.665695,35.529562,6/19/20,668
,Namibia,-22.9576,18.4904,6/19/20,45
,Nepal,28.1667,84.25,6/19/20,8274
Aruba,Netherlands,12.5211,-69.9683,6/19/20,101
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,6/19/20,7
Curacao,Netherlands,12.1696,-68.99,6/19/20,23
Sint Maarten,Netherlands,18.0425,-63.0548,6/19/20,77
,Netherlands,52.1326,5.2913,6/19/20,49426
,New Zealand,-40.9006,174.886,6/19/20,1509
,Nicaragua,12.865416,-85.207229,6/19/20,1823
,Niger,17.607789,8.081666,6/19/20,1020
,Nigeria,9.082,8.6753,6/19/20,19147
,North Macedonia,41.6086,21.7453,6/19/20,4820
,Norway,60.472,8.4689,6/19/20,8726
,Oman,21.512583,55.92325500000001,6/19/20,27670
,Pakistan,30.3753,69.3451,6/19/20,171666
,Panama,8.538,-80.7821,6/19/20,24274
,Papua New Guinea,-6.314993,143.95555,6/19/20,8
,Paraguay,-23.4425,-58.4438,6/19/20,1336
,Peru,-9.19,-75.0152,6/19/20,247925
,Philippines,12.879721,121.774017,6/19/20,28459
,Poland,51.9194,19.1451,6/19/20,31316
,Portugal,39.3999,-8.2245,6/19/20,38464
,Qatar,25.3548,51.1839,6/19/20,85462
,Romania,45.9432,24.9668,6/19/20,23400
,Russia,61.52401,105.318756,6/19/20,568292
,Rwanda,-1.9403,29.8739,6/19/20,661
,Saint Kitts and Nevis,17.357822,-62.782998,6/19/20,15
,Saint Lucia,13.9094,-60.9789,6/19/20,19
,Saint Vincent and the Grenadines,12.9843,-61.2872,6/19/20,29
,San Marino,43.9424,12.4578,6/19/20,696
,Sao Tome and Principe,0.1864,6.6131,6/19/20,693
,Saudi Arabia,23.885942,45.079162,6/19/20,150292
,Senegal,14.4974,-14.4524,6/19/20,5639
,Serbia,44.0165,21.0059,6/19/20,12709
,Seychelles,-4.6796,55.492,6/19/20,11
,Sierra Leone,8.460555000000001,-11.779889,6/19/20,1298
,Singapore,1.2833,103.8333,6/19/20,41615
,Slovakia,48.669,19.699,6/19/20,1576
,Slovenia,46.1512,14.9955,6/19/20,1513
,Solomon Islands,-9.6457,160.1562,6/19/20,0
,Somalia,5.152149,46.199616,6/19/20,2719
,South Africa,-30.5595,22.9375,6/19/20,87715
,South Sudan,6.877000000000002,31.307,6/19/20,1864
,Spain,40.463667,-3.74922,6/19/20,245575
,Sri Lanka,7.873054,80.77179699999998,6/19/20,1950
,Sudan,12.8628,30.2176,6/19/20,8316
,Suriname,3.9193,-56.0278,6/19/20,293
,Sweden,60.128161,18.643501,6/19/20,57895
,Switzerland,46.8182,8.2275,6/19/20,31235
,Syria,34.802075,38.99681500000001,6/19/20,187
,Taiwan*,23.7,121.0,6/19/20,446
,Tajikistan,38.861,71.2761,6/19/20,5338
,Tanzania,-6.369028,34.888822,6/19/20,509
,Thailand,15.870032,100.992541,6/19/20,3146
,Timor-Leste,-8.874217,125.727539,6/19/20,24
,Togo,8.6195,0.8248,6/19/20,555
,Trinidad and Tobago,10.6918,-61.2225,6/19/20,123
,Tunisia,33.886917,9.537499,6/19/20,1146
,Turkey,38.9637,35.2433,6/19/20,185245
,US,40.0,-100.0,6/19/20,2220401
,Uganda,1.373333,32.290275,6/19/20,755
,Ukraine,48.3794,31.1656,6/19/20,35755
,United Arab Emirates,23.424076,53.847818,6/19/20,44145
Anguilla,United Kingdom,18.2206,-63.0686,6/19/20,3
Bermuda,United Kingdom,32.3078,-64.7505,6/19/20,146
British Virgin Islands,United Kingdom,18.4207,-64.64,6/19/20,8
Cayman Islands,United Kingdom,19.3133,-81.2546,6/19/20,195
Channel Islands,United Kingdom,49.3723,-2.3644,6/19/20,570
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,6/19/20,13
Gibraltar,United Kingdom,36.1408,-5.3536,6/19/20,176
Isle of Man,United Kingdom,54.2361,-4.5481,6/19/20,336
Montserrat,United Kingdom,16.742498,-62.187366,6/19/20,11
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,6/19/20,12
,United Kingdom,55.3781,-3.4360000000000004,6/19/20,276504
,Uruguay,-32.5228,-55.7658,6/19/20,853
,Uzbekistan,41.377491,64.585262,6/19/20,5946
,Venezuela,6.4238,-66.5897,6/19/20,3591
,Vietnam,14.058324,108.277199,6/19/20,349
,West Bank and Gaza,31.9522,35.2332,6/19/20,675
,Western Sahara,24.2155,-12.8858,6/19/20,9
,Yemen,15.552727,48.516388,6/19/20,919
,Zambia,-13.133897,27.849332,6/19/20,1430
,Zimbabwe,-19.015438,29.154857,6/19/20,479
,Afghanistan,33.93911,67.709953,6/20/20,28424
,Albania,41.1533,20.1683,6/20/20,1891
,Algeria,28.0339,1.6596,6/20/20,11631
,Andorra,42.5063,1.5218,6/20/20,855
,Angola,-11.2027,17.8739,6/20/20,176
,Antigua and Barbuda,17.0608,-61.7964,6/20/20,26
,Argentina,-38.4161,-63.6167,6/20/20,41204
,Armenia,40.0691,45.0382,6/20/20,19708
Australian Capital Territory,Australia,-35.4735,149.0124,6/20/20,108
New South Wales,Australia,-33.8688,151.2093,6/20/20,3149
Northern Territory,Australia,-12.4634,130.8456,6/20/20,29
Queensland,Australia,-27.4698,153.0251,6/20/20,1066
South Australia,Australia,-34.9285,138.6007,6/20/20,440
Tasmania,Australia,-42.8821,147.3272,6/20/20,228
Victoria,Australia,-37.8136,144.9631,6/20/20,1836
Western Australia,Australia,-31.9505,115.8605,6/20/20,605
,Austria,47.5162,14.5501,6/20/20,17323
,Azerbaijan,40.1431,47.5769,6/20/20,12238
,Bahamas,25.025885,-78.035889,6/20/20,104
,Bahrain,26.0275,50.55,6/20/20,21331
,Bangladesh,23.685,90.3563,6/20/20,108775
,Barbados,13.1939,-59.5432,6/20/20,97
,Belarus,53.7098,27.9534,6/20/20,57936
,Belgium,50.8333,4.469936,6/20/20,60550
,Belize,17.1899,-88.4976,6/20/20,22
,Benin,9.3077,2.3158,6/20/20,650
,Bhutan,27.5142,90.4336,6/20/20,68
,Bolivia,-16.2902,-63.5887,6/20/20,23512
,Bosnia and Herzegovina,43.9159,17.6791,6/20/20,3273
,Botswana,-22.3285,24.6849,6/20/20,89
,Brazil,-14.235,-51.9253,6/20/20,1067579
,Brunei,4.5353,114.7277,6/20/20,141
,Bulgaria,42.7339,25.4858,6/20/20,3872
,Burkina Faso,12.2383,-1.5616,6/20/20,901
,Burma,21.9162,95.956,6/20/20,287
,Burundi,-3.3731,29.9189,6/20/20,104
,Cabo Verde,16.5388,-23.0418,6/20/20,863
,Cambodia,11.55,104.9167,6/20/20,129
,Cameroon,3.848,11.5021,6/20/20,11610
Alberta,Canada,53.9333,-116.5765,6/20/20,7673
British Columbia,Canada,53.7267,-127.6476,6/20/20,2790
Diamond Princess,Canada,0.0,0.0,6/20/20,0
Grand Princess,Canada,0.0,0.0,6/20/20,13
Manitoba,Canada,53.7609,-98.8139,6/20/20,313
New Brunswick,Canada,46.5653,-66.4619,6/20/20,164
Newfoundland and Labrador,Canada,53.1355,-57.6604,6/20/20,261
Northwest Territories,Canada,64.8255,-124.8457,6/20/20,5
Nova Scotia,Canada,44.682,-63.7443,6/20/20,1061
Ontario,Canada,51.2538,-85.3232,6/20/20,35044
Prince Edward Island,Canada,46.5107,-63.4168,6/20/20,27
Quebec,Canada,52.9399,-73.5491,6/20/20,54674
Saskatchewan,Canada,52.9399,-106.4509,6/20/20,726
Yukon,Canada,64.2823,-135.0,6/20/20,11
,Central African Republic,6.6111,20.9394,6/20/20,2686
,Chad,15.4542,18.7322,6/20/20,858
,Chile,-35.6751,-71.543,6/20/20,236748
Anhui,China,31.8257,117.2264,6/20/20,991
Beijing,China,40.1824,116.4142,6/20/20,821
Chongqing,China,30.0572,107.874,6/20/20,582
Fujian,China,26.0789,117.9874,6/20/20,363
Gansu,China,35.7518,104.2861,6/20/20,151
Guangdong,China,23.3417,113.4244,6/20/20,1634
Guangxi,China,23.8298,108.7881,6/20/20,254
Guizhou,China,26.8154,106.8748,6/20/20,147
Hainan,China,19.1959,109.7453,6/20/20,171
Hebei,China,39.549,116.1306,6/20/20,344
Heilongjiang,China,47.862,127.7615,6/20/20,947
Henan,China,37.8957,114.9042,6/20/20,1276
Hong Kong,China,22.3,114.2,6/20/20,1128
Hubei,China,30.9756,112.2707,6/20/20,68135
Hunan,China,27.6104,111.7088,6/20/20,1019
Inner Mongolia,China,44.0935,113.9448,6/20/20,238
Jiangsu,China,32.9711,119.455,6/20/20,653
Jiangxi,China,27.614,115.7221,6/20/20,932
Jilin,China,43.6661,126.1923,6/20/20,155
Liaoning,China,41.2956,122.6085,6/20/20,153
Macau,China,22.1667,113.55,6/20/20,45
Ningxia,China,37.2692,106.1655,6/20/20,75
Qinghai,China,35.7452,95.9956,6/20/20,18
Shaanxi,China,35.1917,108.8701,6/20/20,316
Shandong,China,36.3427,118.1498,6/20/20,792
Shanghai,China,31.202,121.4491,6/20/20,698
Shanxi,China,37.5777,112.2922,6/20/20,198
Sichuan,China,30.6171,102.7103,6/20/20,589
Tianjin,China,39.3054,117.323,6/20/20,197
Tibet,China,31.6927,88.0924,6/20/20,1
Xinjiang,China,41.1129,85.2401,6/20/20,76
Yunnan,China,24.974,101.487,6/20/20,185
Zhejiang,China,29.1832,120.0934,6/20/20,1269
,Colombia,4.5709,-74.2973,6/20/20,65633
,Comoros,-11.6455,43.3333,6/20/20,247
,Congo (Brazzaville),-0.228,15.8277,6/20/20,883
,Congo (Kinshasa),-4.0383,21.7587,6/20/20,5672
,Costa Rica,9.7489,-83.7534,6/20/20,2127
,Cote d'Ivoire,7.54,-5.5471,6/20/20,7276
,Croatia,45.1,15.2,6/20/20,2299
,Cuba,21.521757,-77.78116700000002,6/20/20,2309
,Cyprus,35.1264,33.4299,6/20/20,985
,Czechia,49.8175,15.473,6/20/20,10448
Faroe Islands,Denmark,61.8926,-6.9118,6/20/20,187
Greenland,Denmark,71.7069,-42.6043,6/20/20,13
,Denmark,56.2639,9.5018,6/20/20,12391
,Diamond Princess,0.0,0.0,6/20/20,712
,Djibouti,11.8251,42.5903,6/20/20,4565
,Dominica,15.415,-61.371,6/20/20,18
,Dominican Republic,18.7357,-70.1627,6/20/20,25778
,Ecuador,-1.8312,-78.1834,6/20/20,49731
,Egypt,26.820553000000004,30.802498,6/20/20,53758
,El Salvador,13.7942,-88.8965,6/20/20,4475
,Equatorial Guinea,1.6508,10.2679,6/20/20,1664
,Eritrea,15.1794,39.7823,6/20/20,143
,Estonia,58.5953,25.0136,6/20/20,1981
,Eswatini,-26.5225,31.4659,6/20/20,627
,Ethiopia,9.145,40.4897,6/20/20,4469
,Fiji,-17.7134,178.065,6/20/20,18
,Finland,61.92411,25.748151,6/20/20,7142
French Guiana,France,3.9339,-53.1258,6/20/20,2163
French Polynesia,France,-17.6797,149.4068,6/20/20,60
Guadeloupe,France,16.265,-61.551,6/20/20,174
Martinique,France,14.6415,-61.0242,6/20/20,236
Mayotte,France,-12.8275,45.166244,6/20/20,2404
New Caledonia,France,-20.904305,165.618042,6/20/20,21
Reunion,France,-21.1151,55.5364,6/20/20,505
Saint Barthelemy,France,17.9,-62.8333,6/20/20,6
Saint Pierre and Miquelon,France,46.8852,-56.3159,6/20/20,1
St Martin,France,18.0708,-63.0501,6/20/20,42
,France,46.2276,2.2137,6/20/20,191740
,Gabon,-0.8037,11.6094,6/20/20,4428
,Gambia,13.4432,-15.3101,6/20/20,37
,Georgia,42.3154,43.3569,6/20/20,898
,Germany,51.165691,10.451526,6/20/20,190670
,Ghana,7.9465,-1.0232,6/20/20,13717
,Greece,39.0742,21.8243,6/20/20,3256
,Grenada,12.1165,-61.679,6/20/20,23
,Guatemala,15.7835,-90.2308,6/20/20,12755
,Guinea,9.9456,-9.6966,6/20/20,4960
,Guinea-Bissau,11.8037,-15.1804,6/20/20,1541
,Guyana,4.860416000000002,-58.93018000000001,6/20/20,183
,Haiti,18.9712,-72.2852,6/20/20,5077
,Holy See,41.9029,12.4534,6/20/20,12
,Honduras,15.2,-86.2419,6/20/20,12306
,Hungary,47.1625,19.5033,6/20/20,4086
,Iceland,64.9631,-19.0208,6/20/20,1815
,India,20.593684,78.96288,6/20/20,410451
,Indonesia,-0.7893,113.9213,6/20/20,45029
,Iran,32.427908,53.68804599999999,6/20/20,202584
,Iraq,33.223191,43.679291,6/20/20,29222
,Ireland,53.1424,-7.6921,6/20/20,25374
,Israel,31.046051,34.851612,6/20/20,20633
,Italy,41.87194,12.56738,6/20/20,238275
,Jamaica,18.1096,-77.2975,6/20/20,657
,Japan,36.204824,138.252924,6/20/20,17725
,Jordan,31.24,36.51,6/20/20,1015
,Kazakhstan,48.0196,66.9237,6/20/20,17225
,Kenya,-0.0236,37.9062,6/20/20,4478
,"Korea, South",35.90775700000001,127.766922,6/20/20,12421
,Kosovo,42.602636,20.902977,6/20/20,1998
