Province/State,Country/Region,Lat,Long,Deaths,Date
Henan,China,37.8957,114.9042,22,2020-03-04
Hong Kong,China,22.3,114.2,2,2020-03-04
Hubei,China,30.9756,112.2707,2871,2020-03-04
Hunan,China,27.6104,111.7088,4,2020-03-04
Inner Mongolia,China,44.0935,113.9448,1,2020-03-04
Jiangsu,China,32.9711,119.455,0,2020-03-04
Jiangxi,China,27.614,115.7221,1,2020-03-04
Jilin,China,43.6661,126.1923,1,2020-03-04
Liaoning,China,41.2956,122.6085,1,2020-03-04
Macau,China,22.1667,113.55,0,2020-03-04
Ningxia,China,37.2692,106.1655,0,2020-03-04
Qinghai,China,35.7452,95.9956,0,2020-03-04
Shaanxi,China,35.1917,108.8701,1,2020-03-04
Shandong,China,36.3427,118.1498,6,2020-03-04
Shanghai,China,31.202,121.4491,3,2020-03-04
Shanxi,China,37.5777,112.2922,0,2020-03-04
Sichuan,China,30.6171,102.7103,3,2020-03-04
Tianjin,China,39.3054,117.323,3,2020-03-04
Tibet,China,31.6927,88.0924,0,2020-03-04
Xinjiang,China,41.1129,85.2401,3,2020-03-04
Yunnan,China,24.974,101.487,2,2020-03-04
Zhejiang,China,29.1832,120.0934,1,2020-03-04
,Colombia,4.5709,-74.2973,0,2020-03-04
,Comoros,-11.6455,43.3333,0,2020-03-04
,Congo (Brazzaville),-0.228,15.8277,0,2020-03-04
,Congo (Kinshasa),-4.0383,21.7587,0,2020-03-04
,Costa Rica,9.7489,-83.7534,0,2020-03-04
,Cote d'Ivoire,7.54,-5.5471,0,2020-03-04
,Croatia,45.1,15.2,0,2020-03-04
,Cuba,21.521757,-77.78116700000002,0,2020-03-04
,Cyprus,35.1264,33.4299,0,2020-03-04
,Czechia,49.8175,15.473,0,2020-03-04
Faroe Islands,Denmark,61.8926,-6.9118,0,2020-03-04
Greenland,Denmark,71.7069,-42.6043,0,2020-03-04
,Denmark,56.2639,9.5018,0,2020-03-04
,Diamond Princess,0.0,0.0,6,2020-03-04
,Djibouti,11.8251,42.5903,0,2020-03-04
,Dominica,15.415,-61.371,0,2020-03-04
,Dominican Republic,18.7357,-70.1627,0,2020-03-04
,Ecuador,-1.8312,-78.1834,0,2020-03-04
,Egypt,26.820553000000004,30.802498,0,2020-03-04
,El Salvador,13.7942,-88.8965,0,2020-03-04
,Equatorial Guinea,1.6508,10.2679,0,2020-03-04
,Eritrea,15.1794,39.7823,0,2020-03-04
,Estonia,58.5953,25.0136,0,2020-03-04
,Eswatini,-26.5225,31.4659,0,2020-03-04
,Ethiopia,9.145,40.4897,0,2020-03-04
,Fiji,-17.7134,178.065,0,2020-03-04
,Finland,61.92411,25.748151,0,2020-03-04
French Guiana,France,3.9339,-53.1258,0,2020-03-04
French Polynesia,France,-17.6797,149.4068,0,2020-03-04
Guadeloupe,France,16.265,-61.551,0,2020-03-04
Martinique,France,14.6415,-61.0242,0,2020-03-04
Mayotte,France,-12.8275,45.166244,0,2020-03-04
New Caledonia,France,-20.904305,165.618042,0,2020-03-04
Reunion,France,-21.1151,55.5364,0,2020-03-04
Saint Barthelemy,France,17.9,-62.8333,0,2020-03-04
Saint Pierre and Miquelon,France,46.8852,-56.3159,0,2020-03-04
St Martin,France,18.0708,-63.0501,0,2020-03-04
,France,46.2276,2.2137,4,2020-03-04
,Gabon,-0.8037,11.6094,0,2020-03-04
,Gambia,13.4432,-15.3101,0,2020-03-04
,Georgia,42.3154,43.3569,0,2020-03-04
,Germany,51.165691,10.451526,0,2020-03-04
,Ghana,7.9465,-1.0232,0,2020-03-04
,Greece,39.0742,21.8243,0,2020-03-04
,Grenada,12.1165,-61.679,0,2020-03-04
,Guatemala,15.7835,-90.2308,0,2020-03-04
,Guinea,9.9456,-9.6966,0,2020-03-04
,Guinea-Bissau,11.8037,-15.1804,0,2020-03-04
,Guyana,4.860416000000002,-58.93018000000001,0,2020-03-04
,Haiti,18.9712,-72.2852,0,2020-03-04
,Holy See,41.9029,12.4534,0,2020-03-04
,Honduras,15.2,-86.2419,0,2020-03-04
,Hungary,47.1625,19.5033,0,2020-03-04
,Iceland,64.9631,-19.0208,0,2020-03-04
,India,20.593684,78.96288,0,2020-03-04
,Indonesia,-0.7893,113.9213,0,2020-03-04
,Iran,32.427908,53.68804599999999,92,2020-03-04
,Iraq,33.223191,43.679291,2,2020-03-04
,Ireland,53.1424,-7.6921,0,2020-03-04
,Israel,31.046051,34.851612,0,2020-03-04
,Italy,41.87194,12.56738,107,2020-03-04
,Jamaica,18.1096,-77.2975,0,2020-03-04
,Japan,36.204824,138.252924,7,2020-03-04
,Jordan,31.24,36.51,0,2020-03-04
,Kazakhstan,48.0196,66.9237,0,2020-03-04
,Kenya,-0.0236,37.9062,0,2020-03-04
,"Korea, South",35.90775700000001,127.766922,35,2020-03-04
,Kosovo,42.602636,20.902977,0,2020-03-04
,Kuwait,29.31166,47.481766,0,2020-03-04
,Kyrgyzstan,41.20438,74.766098,0,2020-03-04
,Laos,19.85627,102.495496,0,2020-03-04
,Latvia,56.8796,24.6032,0,2020-03-04
,Lebanon,33.8547,35.8623,0,2020-03-04
,Lesotho,-29.61,28.2336,0,2020-03-04
,Liberia,6.4280550000000005,-9.429499,0,2020-03-04
,Libya,26.3351,17.228331,0,2020-03-04
,Liechtenstein,47.14,9.55,0,2020-03-04
,Lithuania,55.1694,23.8813,0,2020-03-04
,Luxembourg,49.8153,6.1296,0,2020-03-04
,MS Zaandam,0.0,0.0,0,2020-03-04
,Madagascar,-18.766947,46.869107,0,2020-03-04
,Malawi,-13.2543,34.3015,0,2020-03-04
,Malaysia,4.210483999999999,101.975766,0,2020-03-04
,Maldives,3.2028,73.2207,0,2020-03-04
,Mali,17.570692,-3.996166000000001,0,2020-03-04
,Malta,35.9375,14.3754,0,2020-03-04
,Mauritania,21.0079,-10.9408,0,2020-03-04
,Mauritius,-20.348404,57.552152,0,2020-03-04
,Mexico,23.6345,-102.5528,0,2020-03-04
,Moldova,47.4116,28.3699,0,2020-03-04
,Monaco,43.7333,7.4167,0,2020-03-04
,Mongolia,46.8625,103.8467,0,2020-03-04
,Montenegro,42.708678000000006,19.37439,0,2020-03-04
,Morocco,31.7917,-7.0926,0,2020-03-04
,Mozambique,-18.665695,35.529562,0,2020-03-04
,Namibia,-22.9576,18.4904,0,2020-03-04
,Nepal,28.1667,84.25,0,2020-03-04
Aruba,Netherlands,12.5211,-69.9683,0,2020-03-04
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,2020-03-04
Curacao,Netherlands,12.1696,-68.99,0,2020-03-04
Sint Maarten,Netherlands,18.0425,-63.0548,0,2020-03-04
,Netherlands,52.1326,5.2913,0,2020-03-04
,New Zealand,-40.9006,174.886,0,2020-03-04
,Nicaragua,12.865416,-85.207229,0,2020-03-04
,Niger,17.607789,8.081666,0,2020-03-04
,Nigeria,9.082,8.6753,0,2020-03-04
,North Macedonia,41.6086,21.7453,0,2020-03-04
,Norway,60.472,8.4689,0,2020-03-04
,Oman,21.512583,55.92325500000001,0,2020-03-04
,Pakistan,30.3753,69.3451,0,2020-03-04
,Panama,8.538,-80.7821,0,2020-03-04
,Papua New Guinea,-6.314993,143.95555,0,2020-03-04
,Paraguay,-23.4425,-58.4438,0,2020-03-04
,Peru,-9.19,-75.0152,0,2020-03-04
,Philippines,12.879721,121.774017,1,2020-03-04
,Poland,51.9194,19.1451,0,2020-03-04
,Portugal,39.3999,-8.2245,0,2020-03-04
,Qatar,25.3548,51.1839,0,2020-03-04
,Romania,45.9432,24.9668,0,2020-03-04
,Russia,61.52401,105.318756,0,2020-03-04
,Rwanda,-1.9403,29.8739,0,2020-03-04
,Saint Kitts and Nevis,17.357822,-62.782998,0,2020-03-04
,Saint Lucia,13.9094,-60.9789,0,2020-03-04
,Saint Vincent and the Grenadines,12.9843,-61.2872,0,2020-03-04
,San Marino,43.9424,12.4578,1,2020-03-04
,Sao Tome and Principe,0.1864,6.6131,0,2020-03-04
,Saudi Arabia,23.885942,45.079162,0,2020-03-04
,Senegal,14.4974,-14.4524,0,2020-03-04
,Serbia,44.0165,21.0059,0,2020-03-04
,Seychelles,-4.6796,55.492,0,2020-03-04
,Sierra Leone,8.460555000000001,-11.779889,0,2020-03-04
,Singapore,1.2833,103.8333,0,2020-03-04
,Slovakia,48.669,19.699,0,2020-03-04
,Slovenia,46.1512,14.9955,0,2020-03-04
,Solomon Islands,-9.6457,160.1562,0,2020-03-04
,Somalia,5.152149,46.199616,0,2020-03-04
,South Africa,-30.5595,22.9375,0,2020-03-04
,South Sudan,6.877000000000002,31.307,0,2020-03-04
,Spain,40.463667,-3.74922,2,2020-03-04
,Sri Lanka,7.873054,80.77179699999998,0,2020-03-04
,Sudan,12.8628,30.2176,0,2020-03-04
,Suriname,3.9193,-56.0278,0,2020-03-04
,Sweden,60.128161,18.643501,0,2020-03-04
,Switzerland,46.8182,8.2275,0,2020-03-04
,Syria,34.802075,38.99681500000001,0,2020-03-04
,Taiwan*,23.7,121.0,1,2020-03-04
,Tajikistan,38.861,71.2761,0,2020-03-04
,Tanzania,-6.369028,34.888822,0,2020-03-04
,Thailand,15.870032,100.992541,1,2020-03-04
,Timor-Leste,-8.874217,125.727539,0,2020-03-04
,Togo,8.6195,0.8248,0,2020-03-04
,Trinidad and Tobago,10.6918,-61.2225,0,2020-03-04
,Tunisia,33.886917,9.537499,0,2020-03-04
,Turkey,38.9637,35.2433,0,2020-03-04
,US,40.0,-100.0,11,2020-03-04
,Uganda,1.373333,32.290275,0,2020-03-04
,Ukraine,48.3794,31.1656,0,2020-03-04
,United Arab Emirates,23.424076,53.847818,0,2020-03-04
Anguilla,United Kingdom,18.2206,-63.0686,0,2020-03-04
Bermuda,United Kingdom,32.3078,-64.7505,0,2020-03-04
British Virgin Islands,United Kingdom,18.4207,-64.64,0,2020-03-04
Cayman Islands,United Kingdom,19.3133,-81.2546,0,2020-03-04
Channel Islands,United Kingdom,49.3723,-2.3644,0,2020-03-04
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,0,2020-03-04
Gibraltar,United Kingdom,36.1408,-5.3536,0,2020-03-04
Isle of Man,United Kingdom,54.2361,-4.5481,0,2020-03-04
Montserrat,United Kingdom,16.742498,-62.187366,0,2020-03-04
Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,0,2020-03-04
,United Kingdom,55.3781,-3.4360000000000004,0,2020-03-04
,Uruguay,-32.5228,-55.7658,0,2020-03-04
,Uzbekistan,41.377491,64.585262,0,2020-03-04
,Venezuela,6.4238,-66.5897,0,2020-03-04
,Vietnam,14.058324,108.277199,0,2020-03-04
,West Bank and Gaza,31.9522,35.2332,0,2020-03-04
,Western Sahara,24.2155,-12.8858,0,2020-03-04
,Yemen,15.552727,48.516388,0,2020-03-04
,Zambia,-13.133897,27.849332,0,2020-03-04
,Zimbabwe,-19.015438,29.154857,0,2020-03-04
,Afghanistan,33.93911,67.709953,0,2020-03-05
,Albania,41.1533,20.1683,0,2020-03-05
,Algeria,28.0339,1.6596,0,2020-03-05
,Andorra,42.5063,1.5218,0,2020-03-05
,Angola,-11.2027,17.8739,0,2020-03-05
,Antigua and Barbuda,17.0608,-61.7964,0,2020-03-05
,Argentina,-38.4161,-63.6167,0,2020-03-05
,Armenia,40.0691,45.0382,0,2020-03-05
Australian Capital Territory,Australia,-35.4735,149.0124,0,2020-03-05
New South Wales,Australia,-33.8688,151.2093,1,2020-03-05
Northern Territory,Australia,-12.4634,130.8456,0,2020-03-05
Queensland,Australia,-27.4698,153.0251,0,2020-03-05
South Australia,Australia,-34.9285,138.6007,0,2020-03-05
Tasmania,Australia,-42.8821,147.3272,0,2020-03-05
Victoria,Australia,-37.8136,144.9631,0,2020-03-05
Western Australia,Australia,-31.9505,115.8605,1,2020-03-05
,Austria,47.5162,14.5501,0,2020-03-05
,Azerbaijan,40.1431,47.5769,0,2020-03-05
,Bahamas,25.025885,-78.035889,0,2020-03-05
,Bahrain,26.0275,50.55,0,2020-03-05
,Bangladesh,23.685,90.3563,0,2020-03-05
,Barbados,13.1939,-59.5432,0,2020-03-05
,Belarus,53.7098,27.9534,0,2020-03-05
,Belgium,50.8333,4.469936,0,2020-03-05
,Belize,17.1899,-88.4976,0,2020-03-05
,Benin,9.3077,2.3158,0,2020-03-05
,Bhutan,27.5142,90.4336,0,2020-03-05
,Bolivia,-16.2902,-63.5887,0,2020-03-05
,Bosnia and Herzegovina,43.9159,17.6791,0,2020-03-05
,Botswana,-22.3285,24.6849,0,2020-03-05
,Brazil,-14.235,-51.9253,0,2020-03-05
,Brunei,4.5353,114.7277,0,2020-03-05
,Bulgaria,42.7339,25.4858,0,2020-03-05
,Burkina Faso,12.2383,-1.5616,0,2020-03-05
,Burma,21.9162,95.956,0,2020-03-05
,Burundi,-3.3731,29.9189,0,2020-03-05
,Cabo Verde,16.5388,-23.0418,0,2020-03-05
,Cambodia,11.55,104.9167,0,2020-03-05
,Cameroon,3.848,11.5021,0,2020-03-05
Alberta,Canada,53.9333,-116.5765,0,2020-03-05
British Columbia,Canada,53.7267,-127.6476,0,2020-03-05
Diamond Princess,Canada,0.0,0.0,0,2020-03-05
Grand Princess,Canada,0.0,0.0,0,2020-03-05
Manitoba,Canada,53.7609,-98.8139,0,2020-03-05
New Brunswick,Canada,46.5653,-66.4619,0,2020-03-05
Newfoundland and Labrador,Canada,53.1355,-57.6604,0,2020-03-05
Northwest Territories,Canada,64.8255,-124.8457,0,2020-03-05
Nova Scotia,Canada,44.682,-63.7443,0,2020-03-05
Ontario,Canada,51.2538,-85.3232,0,2020-03-05
Prince Edward Island,Canada,46.5107,-63.4168,0,2020-03-05
Quebec,Canada,52.9399,-73.5491,0,2020-03-05
Saskatchewan,Canada,52.9399,-106.4509,0,2020-03-05
Yukon,Canada,64.2823,-135.0,0,2020-03-05
,Central African Republic,6.6111,20.9394,0,2020-03-05
,Chad,15.4542,18.7322,0,2020-03-05
,Chile,-35.6751,-71.543,0,2020-03-05
Anhui,China,31.8257,117.2264,6,2020-03-05
Beijing,China,40.1824,116.4142,8,2020-03-05
Chongqing,China,30.0572,107.874,6,2020-03-05
Fujian,China,26.0789,117.9874,1,2020-03-05
Gansu,China,35.7518,104.2861,2,2020-03-05
Guangdong,China,23.3417,113.4244,7,2020-03-05
Guangxi,China,23.8298,108.7881,2,2020-03-05
Guizhou,China,26.8154,106.8748,2,2020-03-05
Hainan,China,19.1959,109.7453,6,2020-03-05
Hebei,China,39.549,116.1306,6,2020-03-05
Heilongjiang,China,47.862,127.7615,13,2020-03-05
Henan,China,37.8957,114.9042,22,2020-03-05
Hong Kong,China,22.3,114.2,2,2020-03-05
Hubei,China,30.9756,112.2707,2902,2020-03-05
Hunan,China,27.6104,111.7088,4,2020-03-05
Inner Mongolia,China,44.0935,113.9448,1,2020-03-05
Jiangsu,China,32.9711,119.455,0,2020-03-05
Jiangxi,China,27.614,115.7221,1,2020-03-05
Jilin,China,43.6661,126.1923,1,2020-03-05
Liaoning,China,41.2956,122.6085,1,2020-03-05
Macau,China,22.1667,113.55,0,2020-03-05
Ningxia,China,37.2692,106.1655,0,2020-03-05
Qinghai,China,35.7452,95.9956,0,2020-03-05
Shaanxi,China,35.1917,108.8701,1,2020-03-05
Shandong,China,36.3427,118.1498,6,2020-03-05
Shanghai,China,31.202,121.4491,3,2020-03-05
Shanxi,China,37.5777,112.2922,0,2020-03-05
Sichuan,China,30.6171,102.7103,3,2020-03-05
Tianjin,China,39.3054,117.323,3,2020-03-05
Tibet,China,31.6927,88.0924,0,2020-03-05
Xinjiang,China,41.1129,85.2401,3,2020-03-05
Yunnan,China,24.974,101.487,2,2020-03-05
Zhejiang,China,29.1832,120.0934,1,2020-03-05
,Colombia,4.5709,-74.2973,0,2020-03-05
,Comoros,-11.6455,43.3333,0,2020-03-05
,Congo (Brazzaville),-0.228,15.8277,0,2020-03-05
,Congo (Kinshasa),-4.0383,21.7587,0,2020-03-05
,Costa Rica,9.7489,-83.7534,0,2020-03-05
,Cote d'Ivoire,7.54,-5.5471,0,2020-03-05
,Croatia,45.1,15.2,0,2020-03-05
,Cuba,21.521757,-77.78116700000002,0,2020-03-05
,Cyprus,35.1264,33.4299,0,2020-03-05
,Czechia,49.8175,15.473,0,2020-03-05
Faroe Islands,Denmark,61.8926,-6.9118,0,2020-03-05
Greenland,Denmark,71.7069,-42.6043,0,2020-03-05
,Denmark,56.2639,9.5018,0,2020-03-05
,Diamond Princess,0.0,0.0,6,2020-03-05
,Djibouti,11.8251,42.5903,0,2020-03-05
,Dominica,15.415,-61.371,0,2020-03-05
,Dominican Republic,18.7357,-70.1627,0,2020-03-05
,Ecuador,-1.8312,-78.1834,0,2020-03-05
,Egypt,26.820553000000004,30.802498,0,2020-03-05
,El Salvador,13.7942,-88.8965,0,2020-03-05
,Equatorial Guinea,1.6508,10.2679,0,2020-03-05
,Eritrea,15.1794,39.7823,0,2020-03-05
,Estonia,58.5953,25.0136,0,2020-03-05
,Eswatini,-26.5225,31.4659,0,2020-03-05
,Ethiopia,9.145,40.4897,0,2020-03-05
,Fiji,-17.7134,178.065,0,2020-03-05
,Finland,61.92411,25.748151,0,2020-03-05
French Guiana,France,3.9339,-53.1258,0,2020-03-05
French Polynesia,France,-17.6797,149.4068,0,2020-03-05
Guadeloupe,France,16.265,-61.551,0,2020-03-05
Martinique,France,14.6415,-61.0242,0,2020-03-05
Mayotte,France,-12.8275,45.166244,0,2020-03-05
New Caledonia,France,-20.904305,165.618042,0,2020-03-05
Reunion,France,-21.1151,55.5364,0,2020-03-05
Saint Barthelemy,France,17.9,-62.8333,0,2020-03-05
Saint Pierre and Miquelon,France,46.8852,-56.3159,0,2020-03-05
St Martin,France,18.0708,-63.0501,0,2020-03-05
,France,46.2276,2.2137,6,2020-03-05
,Gabon,-0.8037,11.6094,0,2020-03-05
,Gambia,13.4432,-15.3101,0,2020-03-05
,Georgia,42.3154,43.3569,0,2020-03-05
,Germany,51.165691,10.451526,0,2020-03-05
,Ghana,7.9465,-1.0232,0,2020-03-05
,Greece,39.0742,21.8243,0,2020-03-05
,Grenada,12.1165,-61.679,0,2020-03-05
,Guatemala,15.7835,-90.2308,0,2020-03-05
,Guinea,9.9456,-9.6966,0,2020-03-05
,Guinea-Bissau,11.8037,-15.1804,0,2020-03-05
,Guyana,4.860416000000002,-58.93018000000001,0,2020-03-05
,Haiti,18.9712,-72.2852,0,2020-03-05
,Holy See,41.9029,12.4534,0,2020-03-05
,Honduras,15.2,-86.2419,0,2020-03-05
,Hungary,47.1625,19.5033,0,2020-03-05
,Iceland,64.9631,-19.0208,0,2020-03-05
,India,20.593684,78.96288,0,2020-03-05
,Indonesia,-0.7893,113.9213,0,2020-03-05
,Iran,32.427908,53.68804599999999,107,2020-03-05
,Iraq,33.223191,43.679291,2,2020-03-05
,Ireland,53.1424,-7.6921,0,2020-03-05
,Israel,31.046051,34.851612,0,2020-03-05
,Italy,41.87194,12.56738,148,2020-03-05
,Jamaica,18.1096,-77.2975,0,2020-03-05
,Japan,36.204824,138.252924,7,2020-03-05
,Jordan,31.24,36.51,0,2020-03-05
,Kazakhstan,48.0196,66.9237,0,2020-03-05
,Kenya,-0.0236,37.9062,0,2020-03-05
,"Korea, South",35.90775700000001,127.766922,35,2020-03-05
,Kosovo,42.602636,20.902977,0,2020-03-05
,Kuwait,29.31166,47.481766,0,2020-03-05
,Kyrgyzstan,41.20438,74.766098,0,2020-03-05
,Laos,19.85627,102.495496,0,2020-03-05
,Latvia,56.8796,24.6032,0,2020-03-05
,Lebanon,33.8547,35.8623,0,2020-03-05
,Lesotho,-29.61,28.2336,0,2020-03-05
,Liberia,6.4280550000000005,-9.429499,0,2020-03-05
,Libya,26.3351,17.228331,0,2020-03-05
,Liechtenstein,47.14,9.55,0,2020-03-05
,Lithuania,55.1694,23.8813,0,2020-03-05
,Luxembourg,49.8153,6.1296,0,2020-03-05
,MS Zaandam,0.0,0.0,0,2020-03-05
,Madagascar,-18.766947,46.869107,0,2020-03-05
,Malawi,-13.2543,34.3015,0,2020-03-05
,Malaysia,4.210483999999999,101.975766,0,2020-03-05
,Maldives,3.2028,73.2207,0,2020-03-05
,Mali,17.570692,-3.996166000000001,0,2020-03-05
,Malta,35.9375,14.3754,0,2020-03-05
,Mauritania,21.0079,-10.9408,0,2020-03-05
,Mauritius,-20.348404,57.552152,0,2020-03-05
,Mexico,23.6345,-102.5528,0,2020-03-05
,Moldova,47.4116,28.3699,0,2020-03-05
,Monaco,43.7333,7.4167,0,2020-03-05
,Mongolia,46.8625,103.8467,0,2020-03-05
,Montenegro,42.708678000000006,19.37439,0,2020-03-05
,Morocco,31.7917,-7.0926,0,2020-03-05
,Mozambique,-18.665695,35.529562,0,2020-03-05
,Namibia,-22.9576,18.4904,0,2020-03-05
,Nepal,28.1667,84.25,0,2020-03-05
Aruba,Netherlands,12.5211,-69.9683,0,2020-03-05
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,2020-03-05
Curacao,Netherlands,12.1696,-68.99,0,2020-03-05
Sint Maarten,Netherlands,18.0425,-63.0548,0,2020-03-05
,Netherlands,52.1326,5.2913,0,2020-03-05
,New Zealand,-40.9006,174.886,0,2020-03-05
,Nicaragua,12.865416,-85.207229,0,2020-03-05
,Niger,17.607789,8.081666,0,2020-03-05
,Nigeria,9.082,8.6753,0,2020-03-05
,North Macedonia,41.6086,21.7453,0,2020-03-05
,Norway,60.472,8.4689,0,2020-03-05
,Oman,21.512583,55.92325500000001,0,2020-03-05
,Pakistan,30.3753,69.3451,0,2020-03-05
,Panama,8.538,-80.7821,0,2020-03-05
,Papua New Guinea,-6.314993,143.95555,0,2020-03-05
,Paraguay,-23.4425,-58.4438,0,2020-03-05
,Peru,-9.19,-75.0152,0,2020-03-05
,Philippines,12.879721,121.774017,1,2020-03-05
,Poland,51.9194,19.1451,0,2020-03-05
,Portugal,39.3999,-8.2245,0,2020-03-05
,Qatar,25.3548,51.1839,0,2020-03-05
,Romania,45.9432,24.9668,0,2020-03-05
,Russia,61.52401,105.318756,0,2020-03-05
,Rwanda,-1.9403,29.8739,0,2020-03-05
,Saint Kitts and Nevis,17.357822,-62.782998,0,2020-03-05
,Saint Lucia,13.9094,-60.9789,0,2020-03-05
,Saint Vincent and the Grenadines,12.9843,-61.2872,0,2020-03-05
,San Marino,43.9424,12.4578,1,2020-03-05
,Sao Tome and Principe,0.1864,6.6131,0,2020-03-05
,Saudi Arabia,23.885942,45.079162,0,2020-03-05
,Senegal,14.4974,-14.4524,0,2020-03-05
,Serbia,44.0165,21.0059,0,2020-03-05
,Seychelles,-4.6796,55.492,0,2020-03-05
,Sierra Leone,8.460555000000001,-11.779889,0,2020-03-05
,Singapore,1.2833,103.8333,0,2020-03-05
,Slovakia,48.669,19.699,0,2020-03-05
,Slovenia,46.1512,14.9955,0,2020-03-05
,Solomon Islands,-9.6457,160.1562,0,2020-03-05
,Somalia,5.152149,46.199616,0,2020-03-05
,South Africa,-30.5595,22.9375,0,2020-03-05
,South Sudan,6.877000000000002,31.307,0,2020-03-05
,Spain,40.463667,-3.74922,3,2020-03-05
,Sri Lanka,7.873054,80.77179699999998,0,2020-03-05
,Sudan,12.8628,30.2176,0,2020-03-05
,Suriname,3.9193,-56.0278,0,2020-03-05
,Sweden,60.128161,18.643501,0,2020-03-05
,Switzerland,46.8182,8.2275,1,2020-03-05
,Syria,34.802075,38.99681500000001,0,2020-03-05
,Taiwan*,23.7,121.0,1,2020-03-05
,Tajikistan,38.861,71.2761,0,2020-03-05
,Tanzania,-6.369028,34.888822,0,2020-03-05
,Thailand,15.870032,100.992541,1,2020-03-05
,Timor-Leste,-8.874217,125.727539,0,2020-03-05
,Togo,8.6195,0.8248,0,2020-03-05
,Trinidad and Tobago,10.6918,-61.2225,0,2020-03-05
,Tunisia,33.886917,9.537499,0,2020-03-05
,Turkey,38.9637,35.2433,0,2020-03-05
,US,40.0,-100.0,12,2020-03-05
,Uganda,1.373333,32.290275,0,2020-03-05
,Ukraine,48.3794,31.1656,0,2020-03-05
,United Arab Emirates,23.424076,53.847818,0,2020-03-05
Anguilla,United Kingdom,18.2206,-63.0686,0,2020-03-05
Bermuda,United Kingdom,32.3078,-64.7505,0,2020-03-05
British Virgin Islands,United Kingdom,18.4207,-64.64,0,2020-03-05
Cayman Islands,United Kingdom,19.3133,-81.2546,0,2020-03-05
Channel Islands,United Kingdom,49.3723,-2.3644,0,2020-03-05
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,0,2020-03-05
Gibraltar,United Kingdom,36.1408,-5.3536,0,2020-03-05
Isle of Man,United Kingdom,54.2361,-4.5481,0,2020-03-05
Montserrat,United Kingdom,16.742498,-62.187366,0,2020-03-05
Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,0,2020-03-05
,United Kingdom,55.3781,-3.4360000000000004,0,2020-03-05
,Uruguay,-32.5228,-55.7658,0,2020-03-05
,Uzbekistan,41.377491,64.585262,0,2020-03-05
,Venezuela,6.4238,-66.5897,0,2020-03-05
,Vietnam,14.058324,108.277199,0,2020-03-05
,West Bank and Gaza,31.9522,35.2332,0,2020-03-05
,Western Sahara,24.2155,-12.8858,0,2020-03-05
,Yemen,15.552727,48.516388,0,2020-03-05
,Zambia,-13.133897,27.849332,0,2020-03-05
,Zimbabwe,-19.015438,29.154857,0,2020-03-05
,Afghanistan,33.93911,67.709953,0,2020-03-06
,Albania,41.1533,20.1683,0,2020-03-06
,Algeria,28.0339,1.6596,0,2020-03-06
,Andorra,42.5063,1.5218,0,2020-03-06
,Angola,-11.2027,17.8739,0,2020-03-06
,Antigua and Barbuda,17.0608,-61.7964,0,2020-03-06
,Argentina,-38.4161,-63.6167,0,2020-03-06
,Armenia,40.0691,45.0382,0,2020-03-06
Australian Capital Territory,Australia,-35.4735,149.0124,0,2020-03-06
New South Wales,Australia,-33.8688,151.2093,1,2020-03-06
Northern Territory,Australia,-12.4634,130.8456,0,2020-03-06
Queensland,Australia,-27.4698,153.0251,0,2020-03-06
South Australia,Australia,-34.9285,138.6007,0,2020-03-06
Tasmania,Australia,-42.8821,147.3272,0,2020-03-06
Victoria,Australia,-37.8136,144.9631,0,2020-03-06
Western Australia,Australia,-31.9505,115.8605,1,2020-03-06
,Austria,47.5162,14.5501,0,2020-03-06
,Azerbaijan,40.1431,47.5769,0,2020-03-06
,Bahamas,25.025885,-78.035889,0,2020-03-06
,Bahrain,26.0275,50.55,0,2020-03-06
,Bangladesh,23.685,90.3563,0,2020-03-06
,Barbados,13.1939,-59.5432,0,2020-03-06
,Belarus,53.7098,27.9534,0,2020-03-06
,Belgium,50.8333,4.469936,0,2020-03-06
,Belize,17.1899,-88.4976,0,2020-03-06
,Benin,9.3077,2.3158,0,2020-03-06
,Bhutan,27.5142,90.4336,0,2020-03-06
,Bolivia,-16.2902,-63.5887,0,2020-03-06
,Bosnia and Herzegovina,43.9159,17.6791,0,2020-03-06
,Botswana,-22.3285,24.6849,0,2020-03-06
,Brazil,-14.235,-51.9253,0,2020-03-06
,Brunei,4.5353,114.7277,0,2020-03-06
,Bulgaria,42.7339,25.4858,0,2020-03-06
,Burkina Faso,12.2383,-1.5616,0,2020-03-06
,Burma,21.9162,95.956,0,2020-03-06
,Burundi,-3.3731,29.9189,0,2020-03-06
,Cabo Verde,16.5388,-23.0418,0,2020-03-06
,Cambodia,11.55,104.9167,0,2020-03-06
,Cameroon,3.848,11.5021,0,2020-03-06
Alberta,Canada,53.9333,-116.5765,0,2020-03-06
British Columbia,Canada,53.7267,-127.6476,0,2020-03-06
Diamond Princess,Canada,0.0,0.0,0,2020-03-06
Grand Princess,Canada,0.0,0.0,0,2020-03-06
